state,district,period_start,requested_kg,unique_food_types,request_count,request_status_pending,incoming_shipments,incoming_batches,incoming_kg,avg_travel_time_minutes,outgoing_shipments,outgoing_batches,outgoing_kg,produced_batches,produced_kg,avg_batch_freshness,avg_shelf_life_hours,festival_ambedkar_jayanti,festival_bakr_id/eid_ul-adha,festival_bhai_duj,festival_birthday_of_ravindranath,festival_buddha_purnima/vesak,festival_chaitra_sukhladi,festival_chhat_puja_(pratihar_sashthi/surya_sashthi),festival_christmas,festival_christmas_eve,festival_diwali/deepavali,festival_dolyatra,festival_dussehra,festival_easter_day,festival_first_day_of_durga_puja_festivities,festival_first_day_of_sharad_navratri,festival_ganesh_chaturthi/vinayaka_chaturthi,festival_good_friday,festival_govardhan_puja,festival_gudi_padwa,festival_guru_govind_singh_jayanti,festival_guru_nanak_jayanti,festival_guru_ravidas_jayanti,festival_guru_tegh_bahadur's_martyrdom_day,festival_hazarat_ali's_birthday,festival_holi,festival_holika_dahana,festival_independence_day,festival_jamat_ul-vida,festival_janmashtami,festival_janmashtami_(smarta),festival_karaka_chaturthi_(karva_chauth),festival_lohri,festival_maha_ashtami,festival_maha_navami,festival_maha_saptami,festival_maha_shivaratri/shivaratri,festival_maharishi_dayanand_saraswati_jayanti,festival_maharishi_valmiki_jayanti,festival_mahatma_gandhi_jayanti,festival_mahavir_jayanti,festival_makar_sankranti,festival_mesadi_/_vaisakhadi,festival_milad_un-nabi/id-e-milad,festival_muharram/ashura,festival_naraka_chaturdasi,festival_new_year's_day,festival_onam,festival_parsi_new_year,festival_pongal,festival_raksha_bandhan_(rakhi),festival_rama_navami,festival_ramzan_id/eid-ul-fitar,festival_rath_yatra,festival_republic_day,festival_shivaji_jayanti,festival_ugadi,festival_vaisakhi,festival_vasant_panchami,per_capita_income_x,per_capita_income_y,supply_demand_gap_kg,net_flow_kg,production_vs_demand_ratio,request_to_supply_ratio
Chhattisgarh,Raipur,2026-02-01,1982.0,5.0,6.0,6.0,5.0,9.0,3446.0,25.0,10.0,18.0,6812.0,10.0,3678.0,100.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75405.67,1464.0,-3366.0,1.8557013118062564,0.575159605339524
Gujarat,Banaskantha,2025-08-01,8956.0,6.0,11.0,11.0,1.0,3.0,826.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66271.62,-8130.0,826.0,0.0,10.842615012106538
Gujarat,Banaskantha,2025-09-01,6296.0,6.0,8.0,8.0,2.0,3.0,802.0,116.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66271.62,-5494.0,802.0,0.0,7.850374064837905
Gujarat,Banaskantha,2025-10-01,4735.0,6.0,9.0,9.0,3.0,4.0,1817.0,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66271.62,-2918.0,1817.0,0.0,2.6059438635112824
Gujarat,Banaskantha,2025-11-01,7220.0,6.0,9.0,9.0,5.0,11.0,3488.0,173.54545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66271.62,-3732.0,3488.0,0.0,2.069954128440367
Gujarat,Banaskantha,2025-12-01,1954.0,4.0,6.0,6.0,2.0,5.0,1710.0,83.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66271.62,-244.0,1710.0,0.0,1.142690058479532
Gujarat,Banaskantha,2026-01-01,7032.0,6.0,9.0,9.0,3.0,9.0,3179.0,145.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66271.62,-3853.0,3179.0,0.0,2.2120163573450773
Gujarat,Banaskantha,2026-02-01,5173.0,5.0,10.0,10.0,3.0,4.0,1161.0,147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66271.62,-4012.0,1161.0,0.0,4.455641688199828
Gujarat,Rajkot,2025-08-01,12668.0,6.0,11.0,11.0,7.0,13.0,3603.0,58.69230769230769,7.0,15.0,4224.0,10.0,2293.0,100.0,124.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-9065.0,-621.0,0.18100726239343226,3.5159589231196224
Gujarat,Rajkot,2025-09-01,6913.0,6.0,10.0,10.0,4.0,7.0,2866.0,120.28571428571429,4.0,7.0,2723.0,10.0,2378.0,100.0,244.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-4047.0,143.0,0.34398958484015624,2.412072575017446
Gujarat,Rajkot,2025-10-01,8489.0,6.0,12.0,12.0,4.0,8.0,2510.0,167.25,3.0,4.0,1817.0,10.0,4319.0,100.0,751.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-5979.0,693.0,0.5087760631405348,3.3820717131474103
Gujarat,Rajkot,2025-11-01,3011.0,6.0,6.0,6.0,2.0,2.0,893.0,82.0,5.0,10.0,3083.0,10.0,3773.0,100.0,813.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-2118.0,-2190.0,1.2530720690800399,3.3717805151175813
Gujarat,Rajkot,2025-12-01,2482.0,6.0,6.0,6.0,2.0,5.0,1890.0,25.0,3.0,6.0,2023.0,10.0,3463.0,100.0,544.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-592.0,-133.0,1.395245769540693,1.3132275132275133
Gujarat,Rajkot,2026-01-01,9136.0,6.0,12.0,12.0,4.0,4.0,1278.0,186.5,5.0,11.0,3388.0,10.0,3846.0,100.0,758.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-7858.0,-2110.0,0.42097197898423816,7.148669796557121
Gujarat,Rajkot,2026-02-01,4259.0,6.0,8.0,8.0,2.0,4.0,956.0,25.0,4.0,8.0,2800.0,10.0,2940.0,100.0,427.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-3303.0,-1844.0,0.6903028880018783,4.455020920502092
Gujarat,Rajkot,2026-03-01,192.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100776.49,-192.0,0.0,0.0,0.0
Gujarat,Surat,2025-08-01,18519.0,6.0,13.0,13.0,3.0,5.0,1905.0,111.4,4.0,6.0,2110.0,10.0,4147.0,100.0,676.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108077.49,-16614.0,-205.0,0.22393217776337815,9.721259842519686
Gujarat,Surat,2025-09-01,10986.0,6.0,10.0,10.0,6.0,10.0,3710.0,71.9,8.0,13.0,4655.0,10.0,2709.0,100.0,307.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108077.49,-7276.0,-945.0,0.24658656471873294,2.961185983827493
Gujarat,Surat,2025-10-01,15774.0,6.0,13.0,13.0,2.0,3.0,1259.0,25.0,6.0,11.0,3769.0,10.0,2602.0,100.0,316.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108077.49,-14515.0,-2510.0,0.16495498922277166,12.52899126290707
Gujarat,Surat,2025-11-01,9188.0,6.0,8.0,8.0,4.0,9.0,3116.0,52.77777777777778,6.0,12.0,4414.0,10.0,3094.0,100.0,549.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108077.49,-6072.0,-1298.0,0.3367435785807575,2.9486521181001284
Gujarat,Surat,2025-12-01,4384.0,6.0,6.0,6.0,3.0,4.0,1146.0,74.25,4.0,8.0,2723.0,10.0,3643.0,100.0,643.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108077.49,-3238.0,-1577.0,0.8309762773722628,3.825479930191972
Gujarat,Surat,2026-01-01,19194.0,6.0,13.0,13.0,4.0,8.0,2398.0,104.625,6.0,10.0,3467.0,10.0,3745.0,100.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108077.49,-16796.0,-1069.0,0.1951130561633844,8.00417014178482
Gujarat,Surat,2026-02-01,8501.0,6.0,10.0,10.0,4.0,7.0,2677.0,65.57142857142857,5.0,7.0,1994.0,10.0,3770.0,100.0,304.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108077.49,-5824.0,683.0,0.4434772379720033,3.175569667538289
Karnataka,Bangalore,2025-08-01,19729.0,6.0,15.0,15.0,8.0,15.0,4832.0,88.13333333333334,8.0,16.0,5955.0,10.0,3631.0,100.0,679.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-14897.0,-1123.0,0.18404379340057783,4.082988410596027
Karnataka,Bangalore,2025-09-01,8758.0,6.0,10.0,10.0,4.0,10.0,2415.0,56.2,4.0,8.0,1430.0,10.0,4536.0,100.0,760.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-6343.0,985.0,0.5179264672299612,3.6265010351966875
Karnataka,Bangalore,2025-10-01,31736.0,6.0,15.0,15.0,5.0,8.0,2633.0,67.125,7.0,17.0,5788.0,10.0,3535.0,100.0,554.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-29103.0,-3155.0,0.11138769851273002,12.053171287504748
Karnataka,Bangalore,2025-11-01,9131.0,6.0,9.0,9.0,3.0,6.0,2825.0,80.5,5.0,8.0,2800.0,10.0,3611.0,100.0,542.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-6306.0,25.0,0.3954659949622166,3.232212389380531
Karnataka,Bangalore,2025-12-01,9029.0,6.0,11.0,11.0,2.0,4.0,1143.0,68.5,4.0,9.0,2983.0,10.0,4755.0,100.0,621.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-7886.0,-1840.0,0.5266363938420645,7.899387576552931
Karnataka,Bangalore,2026-01-01,27291.0,6.0,14.0,14.0,5.0,9.0,3778.0,65.11111111111111,6.0,12.0,3757.0,10.0,3044.0,100.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-23513.0,21.0,0.11153860246967864,7.22366331392271
Karnataka,Bangalore,2026-02-01,694897.0,6.0,93.0,93.0,5.0,10.0,3469.0,77.6,4.0,6.0,2307.0,10.0,3772.0,100.0,633.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-691428.0,1162.0,0.005428142588038227,200.31622946093975
Karnataka,Bangalore,2026-03-01,64261.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186624.9,-64261.0,0.0,0.0,0.0
Karnataka,Belgaum,2025-08-01,15474.0,5.0,12.0,12.0,8.0,20.0,8128.0,91.6,8.0,19.0,7005.0,10.0,4154.0,100.0,487.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46540.96,-7346.0,1123.0,0.26845030373529793,1.90378937007874
Karnataka,Belgaum,2025-09-01,5742.0,6.0,7.0,7.0,4.0,10.0,3448.0,38.6,4.0,12.0,4433.0,10.0,3305.0,100.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46540.96,-2294.0,-985.0,0.5755834204110066,1.6653132250580047
Karnataka,Belgaum,2025-10-01,13333.0,6.0,12.0,12.0,5.0,12.0,4246.0,117.83333333333333,3.0,3.0,1091.0,10.0,4873.0,100.0,808.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46540.96,-9087.0,3155.0,0.3654841371034276,3.140131888836552
Karnataka,Belgaum,2025-11-01,3396.0,6.0,7.0,7.0,5.0,10.0,2212.0,83.7,3.0,8.0,2237.0,10.0,3150.0,100.0,285.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46540.96,-1184.0,-25.0,0.9275618374558304,1.5352622061482821
Karnataka,Belgaum,2025-12-01,4776.0,6.0,7.0,7.0,6.0,13.0,3898.0,91.53846153846153,4.0,8.0,2058.0,10.0,3561.0,100.0,568.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46540.96,-878.0,1840.0,0.7456030150753769,1.2252437147255002
Karnataka,Belgaum,2026-01-01,8138.0,6.0,10.0,10.0,3.0,6.0,1651.0,134.66666666666666,2.0,3.0,1672.0,10.0,3296.0,100.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46540.96,-6487.0,-21.0,0.40501351683460307,4.929133858267717
