"Dist Code","Year","State Code","State Name","Dist Name","TOTAL CURRENT PRICES (Millions in Rs)"
"61","2013 (2004)","20","Telangana","Khammam","209512"
"62","2007 (2004)","20","Telangana","Karimnagar","152007"
"62","2008 (2004)","20","Telangana","Karimnagar","168862"
"62","2009 (2004)","20","Telangana","Karimnagar","176453"
"62","2010 (2004)","20","Telangana","Karimnagar","202436"
"62","2011 (2004)","20","Telangana","Karimnagar","225691"
"62","2012 (2004)","20","Telangana","Karimnagar","259038"
"62","2013 (2004)","20","Telangana","Karimnagar","289582"
"63","2007 (2004)","20","Telangana","Adilabad","106611"
"63","2008 (2004)","20","Telangana","Adilabad","119662"
"63","2009 (2004)","20","Telangana","Adilabad","121812"
"63","2010 (2004)","20","Telangana","Adilabad","147616"
"63","2011 (2004)","20","Telangana","Adilabad","166491"
"63","2012 (2004)","20","Telangana","Adilabad","182496"
"63","2013 (2004)","20","Telangana","Adilabad","197749"
"64","2007 (2004)","5","Karnataka","Bangalore","958951"
"64","2008 (2004)","5","Karnataka","Bangalore","1165146"
"64","2009 (2004)","5","Karnataka","Bangalore","1258690"
"64","2010 (2004)","5","Karnataka","Bangalore","1519760"
"64","2011 (2004)","5","Karnataka","Bangalore","1795621"
"64","2012 (2004)","5","Karnataka","Bangalore","2136434"
"64","2013 (2004)","5","Karnataka","Bangalore","2500219"
"65","2007 (2004)","5","Karnataka","Kolar","28260"
"65","2008 (2004)","5","Karnataka","Kolar","30113"
"65","2009 (2004)","5","Karnataka","Kolar","31687"
"65","2010 (2004)","5","Karnataka","Kolar","37583"
"65","2011 (2004)","5","Karnataka","Kolar","39942"
"65","2012 (2004)","5","Karnataka","Kolar","43975"
"65","2013 (2004)","5","Karnataka","Kolar","47687"
"66","2007 (2004)","5","Karnataka","Tumkur","72223"
"66","2008 (2004)","5","Karnataka","Tumkur","77865"
"66","2009 (2004)","5","Karnataka","Tumkur","88150"
"66","2010 (2004)","5","Karnataka","Tumkur","108858"
"66","2011 (2004)","5","Karnataka","Tumkur","114481"
"66","2012 (2004)","5","Karnataka","Tumkur","123168"
"66","2013 (2004)","5","Karnataka","Tumkur","133860"
"67","2007 (2004)","5","Karnataka","Mysore","122948"
"67","2008 (2004)","5","Karnataka","Mysore","138871"
"67","2009 (2004)","5","Karnataka","Mysore","153265"
"67","2010 (2004)","5","Karnataka","Mysore","186379"
"67","2011 (2004)","5","Karnataka","Mysore","207855"
"67","2012 (2004)","5","Karnataka","Mysore","235876"
"67","2013 (2004)","5","Karnataka","Mysore","265348"
"68","2007 (2004)","5","Karnataka","Mandya","50672"
"68","2008 (2004)","5","Karnataka","Mandya","56271"
"68","2009 (2004)","5","Karnataka","Mandya","63832"
"68","2010 (2004)","5","Karnataka","Mandya","77475"
"68","2011 (2004)","5","Karnataka","Mandya","84674"
"68","2012 (2004)","5","Karnataka","Mandya","94748"
"68","2013 (2004)","5","Karnataka","Mandya","104693"
"69","2007 (2004)","5","Karnataka","Hassan","59559"
"69","2008 (2004)","5","Karnataka","Hassan","65766"
"69","2009 (2004)","5","Karnataka","Hassan","79285"
"69","2010 (2004)","5","Karnataka","Hassan","101776"
"69","2011 (2004)","5","Karnataka","Hassan","110087"
"69","2012 (2004)","5","Karnataka","Hassan","121863"
"69","2013 (2004)","5","Karnataka","Hassan","133675"
"70","2007 (2004)","5","Karnataka","Shimoge","63159"
"70","2008 (2004)","5","Karnataka","Shimoge","68835"
"70","2009 (2004)","5","Karnataka","Shimoge","78662"
"70","2010 (2004)","5","Karnataka","Shimoge","98172"
"70","2011 (2004)","5","Karnataka","Shimoge","106895"
"70","2012 (2004)","5","Karnataka","Shimoge","120282"
"70","2013 (2004)","5","Karnataka","Shimoge","132470"
"71","2007 (2004)","5","Karnataka","Chickmagalur","57582"
"71","2008 (2004)","5","Karnataka","Chickmagalur","61843"
"71","2009 (2004)","5","Karnataka","Chickmagalur","73798"
"71","2010 (2004)","5","Karnataka","Chickmagalur","90774"
"71","2011 (2004)","5","Karnataka","Chickmagalur","97939"
"71","2012 (2004)","5","Karnataka","Chickmagalur","108606"
"71","2013 (2004)","5","Karnataka","Chickmagalur","119186"
"72","2007 (2004)","5","Karnataka","Chitradurga","40972"
"72","2008 (2004)","5","Karnataka","Chitradurga","43575"
"72","2009 (2004)","5","Karnataka","Chitradurga","50058"
"72","2010 (2004)","5","Karnataka","Chitradurga","56640"
"72","2011 (2004)","5","Karnataka","Chitradurga","59864"
"72","2012 (2004)","5","Karnataka","Chitradurga","65066"
"72","2013 (2004)","5","Karnataka","Chitradurga","70858"
"73","2007 (2004)","5","Karnataka","Bellary","101767"
"73","2008 (2004)","5","Karnataka","Bellary","112660"
"73","2009 (2004)","5","Karnataka","Bellary","115679"
"73","2010 (2004)","5","Karnataka","Bellary","142367"
"73","2011 (2004)","5","Karnataka","Bellary","153280"
"73","2012 (2004)","5","Karnataka","Bellary","168473"
"73","2013 (2004)","5","Karnataka","Bellary","184614"
"74","2007 (2004)","5","Karnataka","Dharwad","76801"
"74","2008 (2004)","5","Karnataka","Dharwad","86813"
"74","2009 (2004)","5","Karnataka","Dharwad","90494"
"74","2010 (2004)","5","Karnataka","Dharwad","108229"
"74","2011 (2004)","5","Karnataka","Dharwad","121218"
"74","2012 (2004)","5","Karnataka","Dharwad","137311"
"74","2013 (2004)","5","Karnataka","Dharwad","153219"
"75","2007 (2004)","5","Karnataka","Belgaum","130053"
"75","2008 (2004)","5","Karnataka","Belgaum","144243"
"75","2009 (2004)","5","Karnataka","Belgaum","164030"
"75","2010 (2004)","5","Karnataka","Belgaum","210219"
"75","2011 (2004)","5","Karnataka","Belgaum","222450"
"75","2012 (2004)","5","Karnataka","Belgaum","241635"
"75","2013 (2004)","5","Karnataka","Belgaum","261441"
"76","2007 (2004)","5","Karnataka","Bijapur / Vijayapura","57777"
"76","2008 (2004)","5","Karnataka","Bijapur / Vijayapura","65958"
"76","2009 (2004)","5","Karnataka","Bijapur / Vijayapura","77935"
"76","2010 (2004)","5","Karnataka","Bijapur / Vijayapura","99680"
"76","2011 (2004)","5","Karnataka","Bijapur / Vijayapura","111208"
"76","2012 (2004)","5","Karnataka","Bijapur / Vijayapura","126958"
"76","2013 (2004)","5","Karnataka","Bijapur / Vijayapura","143585"
"77","2007 (2004)","5","Karnataka","Bidar","45105"
"77","2008 (2004)","5","Karnataka","Bidar","49751"
"77","2009 (2004)","5","Karnataka","Bidar","56547"
"77","2010 (2004)","5","Karnataka","Bidar","65699"
"77","2011 (2004)","5","Karnataka","Bidar","73621"
"77","2012 (2004)","5","Karnataka","Bidar","83742"
"77","2013 (2004)","5","Karnataka","Bidar","95201"
"78","2007 (2004)","5","Karnataka","Raichur","59334"
"78","2008 (2004)","5","Karnataka","Raichur","66078"
"78","2009 (2004)","5","Karnataka","Raichur","66908"
"78","2010 (2004)","5","Karnataka","Raichur","82702"
"78","2011 (2004)","5","Karnataka","Raichur","90607"
"78","2012 (2004)","5","Karnataka","Raichur","101529"
"78","2013 (2004)","5","Karnataka","Raichur","113310"
"79","2007 (2004)","5","Karnataka","Gulbarga / Kalaburagi","76975"
"79","2008 (2004)","5","Karnataka","Gulbarga / Kalaburagi","82132"
"79","2009 (2004)","5","Karnataka","Gulbarga / Kalaburagi","80045"
"79","2010 (2004)","5","Karnataka","Gulbarga / Kalaburagi","105925"
"79","2011 (2004)","5","Karnataka","Gulbarga / Kalaburagi","102389"
"79","2012 (2004)","5","Karnataka","Gulbarga / Kalaburagi","113116"
"79","2013 (2004)","5","Karnataka","Gulbarga / Kalaburagi","124733"
"80","2007 (2004)","5","Karnataka","Dakshina Kannada","136039"
"80","2008 (2004)","5","Karnataka","Dakshina Kannada","153304"
"80","2009 (2004)","5","Karnataka","Dakshina Kannada","161535"
"80","2010 (2004)","5","Karnataka","Dakshina Kannada","191221"
"80","2011 (2004)","5","Karnataka","Dakshina Kannada","209278"
"80","2012 (2004)","5","Karnataka","Dakshina Kannada","235228"
"80","2013 (2004)","5","Karnataka","Dakshina Kannada","261914"
"81","2007 (2004)","5","Karnataka","Uttara Kannada","55499"
"81","2008 (2004)","5","Karnataka","Uttara Kannada","62304"
"81","2009 (2004)","5","Karnataka","Uttara Kannada","67134"
"81","2010 (2004)","5","Karnataka","Uttara Kannada","85410"
"81","2011 (2004)","5","Karnataka","Uttara Kannada","92227"
"81","2012 (2004)","5","Karnataka","Uttara Kannada","101384"
"81","2013 (2004)","5","Karnataka","Uttara Kannada","111881"
"82","2007 (2004)","5","Karnataka","Kodagu / Coorg","57504"
"82","2008 (2004)","5","Karnataka","Kodagu / Coorg","63128"
"82","2009 (2004)","5","Karnataka","Kodagu / Coorg","78012"
"82","2010 (2004)","5","Karnataka","Kodagu / Coorg","94533"
"82","2011 (2004)","5","Karnataka","Kodagu / Coorg","102252"
"82","2012 (2004)","5","Karnataka","Kodagu / Coorg","114337"
"82","2013 (2004)","5","Karnataka","Kodagu / Coorg","125900"
"83","2007 (2004)","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","191383"
"83","2008 (2004)","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","228560"
"83","2009 (2004)","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","269328"
"83","2010 (2004)","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","356080"
"83","2011 (2004)","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","423380"
"83","2012 (2004)","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","508602"
"83","2013 (2004)","11","Tamil Nadu","Chengalpattu MGR / Kanchipuram","600643"
"84","2007 (2004)","11","Tamil Nadu","South Arcot / Cuddalore","79359"
"84","2008 (2004)","11","Tamil Nadu","South Arcot / Cuddalore","87917"
"84","2009 (2004)","11","Tamil Nadu","South Arcot / Cuddalore","106257"
"84","2010 (2004)","11","Tamil Nadu","South Arcot / Cuddalore","132069"
"84","2011 (2004)","11","Tamil Nadu","South Arcot / Cuddalore","149734"
"84","2012 (2004)","11","Tamil Nadu","South Arcot / Cuddalore","163750"
"84","2013 (2004)","11","Tamil Nadu","South Arcot / Cuddalore","180718"
"85","2007 (2004)","11","Tamil Nadu","North Arcot / Vellore","115699"
"85","2008 (2004)","11","Tamil Nadu","North Arcot / Vellore","128857"
"85","2009 (2004)","11","Tamil Nadu","North Arcot / Vellore","150706"
"85","2010 (2004)","11","Tamil Nadu","North Arcot / Vellore","167375"
"85","2011 (2004)","11","Tamil Nadu","North Arcot / Vellore","183502"
"85","2012 (2004)","11","Tamil Nadu","North Arcot / Vellore","204318"
"85","2013 (2004)","11","Tamil Nadu","North Arcot / Vellore","227259"
"86","2007 (2004)","11","Tamil Nadu","Salem","137054"
"86","2008 (2004)","11","Tamil Nadu","Salem","152887"
"86","2009 (2004)","11","Tamil Nadu","Salem","188062"
"86","2010 (2004)","11","Tamil Nadu","Salem","223665"
"86","2011 (2004)","11","Tamil Nadu","Salem","249207"
"86","2012 (2004)","11","Tamil Nadu","Salem","273024"
"86","2013 (2004)","11","Tamil Nadu","Salem","306528"
"87","2007 (2004)","11","Tamil Nadu","Coimbatore","228029"
"87","2008 (2004)","11","Tamil Nadu","Coimbatore","254873"
"87","2009 (2004)","11","Tamil Nadu","Coimbatore","312993"
"87","2010 (2004)","11","Tamil Nadu","Coimbatore","373209"
"87","2011 (2004)","11","Tamil Nadu","Coimbatore","418814"
"87","2012 (2004)","11","Tamil Nadu","Coimbatore","458541"
"87","2013 (2004)","11","Tamil Nadu","Coimbatore","511886"
"88","2007 (2004)","11","Tamil Nadu","Tiruchirapalli / Trichy","124628"
"88","2008 (2004)","11","Tamil Nadu","Tiruchirapalli / Trichy","140437"
"88","2009 (2004)","11","Tamil Nadu","Tiruchirapalli / Trichy","168565"
"88","2010 (2004)","11","Tamil Nadu","Tiruchirapalli / Trichy","198911"
"88","2011 (2004)","11","Tamil Nadu","Tiruchirapalli / Trichy","222372"
"88","2012 (2004)","11","Tamil Nadu","Tiruchirapalli / Trichy","242849"
"88","2013 (2004)","11","Tamil Nadu","Tiruchirapalli / Trichy","271638"
"89","2007 (2004)","11","Tamil Nadu","Thanjavur","78072"
"89","2008 (2004)","11","Tamil Nadu","Thanjavur","86163"
"89","2009 (2004)","11","Tamil Nadu","Thanjavur","104837"
"89","2010 (2004)","11","Tamil Nadu","Thanjavur","126131"
"89","2011 (2004)","11","Tamil Nadu","Thanjavur","139711"
"89","2012 (2004)","11","Tamil Nadu","Thanjavur","149987"
"89","2013 (2004)","11","Tamil Nadu","Thanjavur","169263"
"90","2007 (2004)","11","Tamil Nadu","Madurai","138289"
"90","2008 (2004)","11","Tamil Nadu","Madurai","156298"
"90","2009 (2004)","11","Tamil Nadu","Madurai","186114"
"90","2010 (2004)","11","Tamil Nadu","Madurai","222447"
"90","2011 (2004)","11","Tamil Nadu","Madurai","247997"
"90","2012 (2004)","11","Tamil Nadu","Madurai","274969"
"90","2013 (2004)","11","Tamil Nadu","Madurai","310505"
"91","2007 (2004)","11","Tamil Nadu","Ramananthapuram","42730"
"91","2008 (2004)","11","Tamil Nadu","Ramananthapuram","46818"
"91","2009 (2004)","11","Tamil Nadu","Ramananthapuram","54619"
"91","2010 (2004)","11","Tamil Nadu","Ramananthapuram","63436"
"91","2011 (2004)","11","Tamil Nadu","Ramananthapuram","68268"
"91","2012 (2004)","11","Tamil Nadu","Ramananthapuram","74091"
"91","2013 (2004)","11","Tamil Nadu","Ramananthapuram","81214"
"92","2007 (2004)","11","Tamil Nadu","Thirunelveli","122344"
"92","2008 (2004)","11","Tamil Nadu","Thirunelveli","137786"
"92","2009 (2004)","11","Tamil Nadu","Thirunelveli","165975"
"92","2010 (2004)","11","Tamil Nadu","Thirunelveli","199071"
"92","2011 (2004)","11","Tamil Nadu","Thirunelveli","224009"
"92","2012 (2004)","11","Tamil Nadu","Thirunelveli","241568"
"92","2013 (2004)","11","Tamil Nadu","Thirunelveli","272575"
"93","2007 (2004)","11","Tamil Nadu","The Nilgiris","56355"
"93","2008 (2004)","11","Tamil Nadu","The Nilgiris","61407"
"93","2009 (2004)","11","Tamil Nadu","The Nilgiris","72087"
"93","2010 (2004)","11","Tamil Nadu","The Nilgiris","83709"
"93","2011 (2004)","11","Tamil Nadu","The Nilgiris","89268"
"93","2012 (2004)","11","Tamil Nadu","The Nilgiris","92346"
"93","2013 (2004)","11","Tamil Nadu","The Nilgiris","101751"
"94","2007 (2004)","11","Tamil Nadu","Kanyakumari","79632"
"94","2008 (2004)","11","Tamil Nadu","Kanyakumari","87718"
"94","2009 (2004)","11","Tamil Nadu","Kanyakumari","106495"
"94","2010 (2004)","11","Tamil Nadu","Kanyakumari","121096"
"94","2011 (2004)","11","Tamil Nadu","Kanyakumari","128236"
"94","2012 (2004)","11","Tamil Nadu","Kanyakumari","137351"
"94","2013 (2004)","11","Tamil Nadu","Kanyakumari","150669"
"96","2007 (2004)","7","Maharashtra","Thane","609126"
"96","2008 (2004)","7","Maharashtra","Thane","703493"
"96","2009 (2004)","7","Maharashtra","Thane","828677"
"96","2010 (2004)","7","Maharashtra","Thane","1013514"
"96","2011 (2004)","7","Maharashtra","Thane","1197997"
"96","2012 (2004)","7","Maharashtra","Thane","1436013"
"96","2013 (2004)","7","Maharashtra","Thane","1706448"
"97","2007 (2004)","7","Maharashtra","Raigad","225117"
"97","2008 (2004)","7","Maharashtra","Raigad","256674"
"97","2009 (2004)","7","Maharashtra","Raigad","273295"
"97","2010 (2004)","7","Maharashtra","Raigad","321519"
"97","2011 (2004)","7","Maharashtra","Raigad","363038"
"97","2012 (2004)","7","Maharashtra","Raigad","411196"
"97","2013 (2004)","7","Maharashtra","Raigad","471406"
"98","2007 (2004)","7","Maharashtra","Ratnagiri","80725"
"98","2008 (2004)","7","Maharashtra","Ratnagiri","86829"
"98","2009 (2004)","7","Maharashtra","Ratnagiri","96765"
"98","2010 (2004)","7","Maharashtra","Ratnagiri","117860"
"98","2011 (2004)","7","Maharashtra","Ratnagiri","125813"
"98","2012 (2004)","7","Maharashtra","Ratnagiri","141193"
"98","2013 (2004)","7","Maharashtra","Ratnagiri","162866"
"99","2007 (2004)","7","Maharashtra","Nasik","205834"
"99","2008 (2004)","7","Maharashtra","Nasik","220507"
"99","2009 (2004)","7","Maharashtra","Nasik","245590"
"99","2010 (2004)","7","Maharashtra","Nasik","291560"
"99","2011 (2004)","7","Maharashtra","Nasik","320130"
"99","2012 (2004)","7","Maharashtra","Nasik","361967"
"99","2013 (2004)","7","Maharashtra","Nasik","413722"
"100","2007 (2004)","7","Maharashtra","Dhule","59661"
"100","2008 (2004)","7","Maharashtra","Dhule","63009"
"100","2009 (2004)","7","Maharashtra","Dhule","76373"
"100","2010 (2004)","7","Maharashtra","Dhule","94433"
"100","2011 (2004)","7","Maharashtra","Dhule","106767"
"100","2012 (2004)","7","Maharashtra","Dhule","121795"
"100","2013 (2004)","7","Maharashtra","Dhule","141018"
"101","2007 (2004)","7","Maharashtra","Jalgaon","144202"
"101","2008 (2004)","7","Maharashtra","Jalgaon","152226"
"101","2009 (2004)","7","Maharashtra","Jalgaon","178108"
"101","2010 (2004)","7","Maharashtra","Jalgaon","237235"
"101","2011 (2004)","7","Maharashtra","Jalgaon","276040"
"101","2012 (2004)","7","Maharashtra","Jalgaon","314051"
"101","2013 (2004)","7","Maharashtra","Jalgaon","368101"
"102","2007 (2004)","7","Maharashtra","Ahmednagar","164534"
"102","2008 (2004)","7","Maharashtra","Ahmednagar","179426"
"102","2009 (2004)","7","Maharashtra","Ahmednagar","206221"
"102","2010 (2004)","7","Maharashtra","Ahmednagar","251520"
"102","2011 (2004)","7","Maharashtra","Ahmednagar","296480"
"102","2012 (2004)","7","Maharashtra","Ahmednagar","339398"
"102","2013 (2004)","7","Maharashtra","Ahmednagar","398793"
"103","2007 (2004)","7","Maharashtra","Pune","750654"
"103","2008 (2004)","7","Maharashtra","Pune","837041"
"103","2009 (2004)","7","Maharashtra","Pune","957481"
"103","2010 (2004)","7","Maharashtra","Pune","1148186"
"103","2011 (2004)","7","Maharashtra","Pune","1273045"
"103","2012 (2004)","7","Maharashtra","Pune","1487417"
"103","2013 (2004)","7","Maharashtra","Pune","1742264"
"104","2007 (2004)","7","Maharashtra","Satara","116104"
"104","2008 (2004)","7","Maharashtra","Satara","121945"
"104","2009 (2004)","7","Maharashtra","Satara","139377"
"104","2010 (2004)","7","Maharashtra","Satara","166278"
"104","2011 (2004)","7","Maharashtra","Satara","188112"
"104","2012 (2004)","7","Maharashtra","Satara","208219"
"104","2013 (2004)","7","Maharashtra","Satara","237382"
"105","2007 (2004)","7","Maharashtra","Sangli","106106"
"105","2008 (2004)","7","Maharashtra","Sangli","110754"
"105","2009 (2004)","7","Maharashtra","Sangli","129092"
"105","2010 (2004)","7","Maharashtra","Sangli","154783"
"105","2011 (2004)","7","Maharashtra","Sangli","172261"
"105","2012 (2004)","7","Maharashtra","Sangli","191618"
"105","2013 (2004)","7","Maharashtra","Sangli","220235"
"106","2007 (2004)","7","Maharashtra","Solapur","160235"
"106","2008 (2004)","7","Maharashtra","Solapur","177686"
"106","2009 (2004)","7","Maharashtra","Solapur","212650"
"106","2010 (2004)","7","Maharashtra","Solapur","252628"
"106","2011 (2004)","7","Maharashtra","Solapur","294313"
"106","2012 (2004)","7","Maharashtra","Solapur","338870"
"106","2013 (2004)","7","Maharashtra","Solapur","396924"
"107","2007 (2004)","7","Maharashtra","Kolhapur","195412"
"107","2008 (2004)","7","Maharashtra","Kolhapur","205655"
"107","2009 (2004)","7","Maharashtra","Kolhapur","233215"
"107","2010 (2004)","7","Maharashtra","Kolhapur","310741"
"107","2011 (2004)","7","Maharashtra","Kolhapur","355060"
"107","2012 (2004)","7","Maharashtra","Kolhapur","400408"
"107","2013 (2004)","7","Maharashtra","Kolhapur","465806"
"108","2007 (2004)","7","Maharashtra","Aurangabad","163923"
"108","2008 (2004)","7","Maharashtra","Aurangabad","178440"
"108","2009 (2004)","7","Maharashtra","Aurangabad","206513"
"108","2010 (2004)","7","Maharashtra","Aurangabad","261645"
"108","2011 (2004)","7","Maharashtra","Aurangabad","306305"
"108","2012 (2004)","7","Maharashtra","Aurangabad","353279"
"108","2013 (2004)","7","Maharashtra","Aurangabad","416421"
"109","2007 (2004)","7","Maharashtra","Parbhani","56433"
"109","2008 (2004)","7","Maharashtra","Parbhani","56740"
"109","2009 (2004)","7","Maharashtra","Parbhani","64276"
"109","2010 (2004)","7","Maharashtra","Parbhani","85555"
"109","2011 (2004)","7","Maharashtra","Parbhani","96360"
"109","2012 (2004)","7","Maharashtra","Parbhani","106635"
"109","2013 (2004)","7","Maharashtra","Parbhani","121427"
"110","2007 (2004)","7","Maharashtra","Beed","87248"
"110","2008 (2004)","7","Maharashtra","Beed","93486"
"110","2009 (2004)","7","Maharashtra","Beed","109318"
"110","2010 (2004)","7","Maharashtra","Beed","143212"
"110","2011 (2004)","7","Maharashtra","Beed","169198"
"110","2012 (2004)","7","Maharashtra","Beed","192746"
"110","2013 (2004)","7","Maharashtra","Beed","230654"
"111","2007 (2004)","7","Maharashtra","Nanded","87051"
"111","2008 (2004)","7","Maharashtra","Nanded","89209"
"111","2009 (2004)","7","Maharashtra","Nanded","99707"
"111","2010 (2004)","7","Maharashtra","Nanded","121301"
"111","2011 (2004)","7","Maharashtra","Nanded","134908"
"111","2012 (2004)","7","Maharashtra","Nanded","150105"
"111","2013 (2004)","7","Maharashtra","Nanded","170851"
"112","2007 (2004)","7","Maharashtra","Osmanabad","57201"
"112","2008 (2004)","7","Maharashtra","Osmanabad","62873"
"112","2009 (2004)","7","Maharashtra","Osmanabad","75086"
"112","2010 (2004)","7","Maharashtra","Osmanabad","99534"
"112","2011 (2004)","7","Maharashtra","Osmanabad","117343"
"112","2012 (2004)","7","Maharashtra","Osmanabad","135306"
"112","2013 (2004)","7","Maharashtra","Osmanabad","161249"
"113","2007 (2004)","7","Maharashtra","Buldhana","59760"
"113","2008 (2004)","7","Maharashtra","Buldhana","60081"
"113","2009 (2004)","7","Maharashtra","Buldhana","73379"
"113","2010 (2004)","7","Maharashtra","Buldhana","92435"
"113","2011 (2004)","7","Maharashtra","Buldhana","104239"
"113","2012 (2004)","7","Maharashtra","Buldhana","113864"
"113","2013 (2004)","7","Maharashtra","Buldhana","128529"
"114","2007 (2004)","7","Maharashtra","Akola","45843"
"114","2008 (2004)","7","Maharashtra","Akola","47278"
"114","2009 (2004)","7","Maharashtra","Akola","54349"
"114","2010 (2004)","7","Maharashtra","Akola","65446"
"114","2011 (2004)","7","Maharashtra","Akola","72784"
"114","2012 (2004)","7","Maharashtra","Akola","80146"
"114","2013 (2004)","7","Maharashtra","Akola","89603"
"115","2007 (2004)","7","Maharashtra","Amarawati","75303"
"115","2008 (2004)","7","Maharashtra","Amarawati","76492"
"115","2009 (2004)","7","Maharashtra","Amarawati","85463"
"115","2010 (2004)","7","Maharashtra","Amarawati","99924"
"115","2011 (2004)","7","Maharashtra","Amarawati","108605"
"115","2012 (2004)","7","Maharashtra","Amarawati","117767"
"115","2013 (2004)","7","Maharashtra","Amarawati","131863"
"116","2007 (2004)","7","Maharashtra","Yeotmal","71037"
"116","2008 (2004)","7","Maharashtra","Yeotmal","71852"
"116","2009 (2004)","7","Maharashtra","Yeotmal","84965"
"116","2010 (2004)","7","Maharashtra","Yeotmal","101791"
"116","2011 (2004)","7","Maharashtra","Yeotmal","113712"
"116","2012 (2004)","7","Maharashtra","Yeotmal","124169"
"116","2013 (2004)","7","Maharashtra","Yeotmal","141062"
"117","2007 (2004)","7","Maharashtra","Wardha","46751"
"117","2008 (2004)","7","Maharashtra","Wardha","47476"
"117","2009 (2004)","7","Maharashtra","Wardha","52727"
"117","2010 (2004)","7","Maharashtra","Wardha","60059"
"117","2011 (2004)","7","Maharashtra","Wardha","65421"
"117","2012 (2004)","7","Maharashtra","Wardha","72774"
"117","2013 (2004)","7","Maharashtra","Wardha","82017"
"118","2007 (2004)","7","Maharashtra","Nagpur","265888"
"118","2008 (2004)","7","Maharashtra","Nagpur","293563"
"118","2009 (2004)","7","Maharashtra","Nagpur","332374"
"118","2010 (2004)","7","Maharashtra","Nagpur","388606"
"118","2011 (2004)","7","Maharashtra","Nagpur","433953"
"118","2012 (2004)","7","Maharashtra","Nagpur","495285"
"118","2013 (2004)","7","Maharashtra","Nagpur","567897"
"119","2007 (2004)","7","Maharashtra","Bhandara","35239"
"119","2008 (2004)","7","Maharashtra","Bhandara","36962"
"119","2009 (2004)","7","Maharashtra","Bhandara","40154"
"119","2010 (2004)","7","Maharashtra","Bhandara","49071"
"119","2011 (2004)","7","Maharashtra","Bhandara","52736"
"119","2012 (2004)","7","Maharashtra","Bhandara","58648"
"119","2013 (2004)","7","Maharashtra","Bhandara","68440"
"120","2007 (2004)","7","Maharashtra","Chandrapur","82336"
"120","2008 (2004)","7","Maharashtra","Chandrapur","86771"
"120","2009 (2004)","7","Maharashtra","Chandrapur","94847"
"120","2010 (2004)","7","Maharashtra","Chandrapur","111904"
"120","2011 (2004)","7","Maharashtra","Chandrapur","120927"
"120","2012 (2004)","7","Maharashtra","Chandrapur","133281"
"120","2013 (2004)","7","Maharashtra","Chandrapur","153392"
"121","2007 (2004)","3","Gujarat","Ahmedabad","652933"
"121","2008 (2004)","3","Gujarat","Ahmedabad","755190"
"121","2009 (2004)","3","Gujarat","Ahmedabad","889153"
"121","2010 (2004)","3","Gujarat","Ahmedabad","1035337"
"121","2011 (2004)","3","Gujarat","Ahmedabad","1210088"
"121","2012 (2004)","3","Gujarat","Ahmedabad","1403309"
"121","2013 (2004)","3","Gujarat","Ahmedabad","1634000"
"122","2007 (2004)","3","Gujarat","Amreli","65862"
"122","2008 (2004)","3","Gujarat","Amreli","69375"
"122","2009 (2004)","3","Gujarat","Amreli","78328"
"122","2010 (2004)","3","Gujarat","Amreli","91148"
"122","2011 (2004)","3","Gujarat","Amreli","101981"
"122","2012 (2004)","3","Gujarat","Amreli","110914"
"122","2013 (2004)","3","Gujarat","Amreli","125617"
"123","2007 (2004)","3","Gujarat","Banaskantha","89108"
"123","2008 (2004)","3","Gujarat","Banaskantha","96711"
"123","2009 (2004)","3","Gujarat","Banaskantha","121679"
"123","2010 (2004)","3","Gujarat","Banaskantha","184023"
"123","2011 (2004)","3","Gujarat","Banaskantha","206801"
"123","2012 (2004)","3","Gujarat","Banaskantha","216401"
"123","2013 (2004)","3","Gujarat","Banaskantha","254715"
"124","2007 (2004)","3","Gujarat","Bharuch","107705"
"124","2008 (2004)","3","Gujarat","Bharuch","127365"
"124","2009 (2004)","3","Gujarat","Bharuch","152360"
"124","2010 (2004)","3","Gujarat","Bharuch","197106"
"124","2011 (2004)","3","Gujarat","Bharuch","217133"
"124","2012 (2004)","3","Gujarat","Bharuch","233693"
"124","2013 (2004)","3","Gujarat","Bharuch","268876"
"125","2007 (2004)","3","Gujarat","Vadodara / Baroda","312222"
"125","2008 (2004)","3","Gujarat","Vadodara / Baroda","349656"
"125","2009 (2004)","3","Gujarat","Vadodara / Baroda","412559"
"125","2010 (2004)","3","Gujarat","Vadodara / Baroda","471053"
"125","2011 (2004)","3","Gujarat","Vadodara / Baroda","534143"
"125","2012 (2004)","3","Gujarat","Vadodara / Baroda","606887"
"125","2013 (2004)","3","Gujarat","Vadodara / Baroda","698997"
"126","2007 (2004)","3","Gujarat","Bhavnagar","130298"
"126","2008 (2004)","3","Gujarat","Bhavnagar","144421"
"126","2009 (2004)","3","Gujarat","Bhavnagar","149145"
"126","2010 (2004)","3","Gujarat","Bhavnagar","171480"
"126","2011 (2004)","3","Gujarat","Bhavnagar","199484"
"126","2012 (2004)","3","Gujarat","Bhavnagar","228401"
"126","2013 (2004)","3","Gujarat","Bhavnagar","266320"
