state,district,per_capita_income,period_start
Jharkhand,Hazaribagh,48198.31,2023-04-01
Jharkhand,Hazaribagh,49627.34,2023-05-01
Jharkhand,Hazaribagh,49862.56,2023-06-01
Jharkhand,Hazaribagh,49810.71,2023-07-01
Jharkhand,Hazaribagh,50350.03,2023-08-01
Jharkhand,Hazaribagh,52067.34,2023-09-01
Jharkhand,Hazaribagh,51905.83,2023-10-01
Jharkhand,Hazaribagh,52543.7,2023-11-01
Jharkhand,Hazaribagh,51591.92,2023-12-01
Jharkhand,Hazaribagh,52737.33,2024-01-01
Jharkhand,Hazaribagh,53294.55,2024-02-01
Jharkhand,Hazaribagh,52747.73,2024-03-01
Jharkhand,Hazaribagh,52835.14,2024-04-01
Jharkhand,Hazaribagh,52429.17,2024-05-01
Jharkhand,Hazaribagh,53220.17,2024-06-01
Jharkhand,Hazaribagh,53531.97,2024-07-01
Jharkhand,Hazaribagh,54788.47,2024-08-01
Jharkhand,Hazaribagh,56041.63,2024-09-01
Jharkhand,Hazaribagh,55759.05,2024-10-01
Jharkhand,Hazaribagh,56804.4,2024-11-01
Jharkhand,Hazaribagh,55981.62,2024-12-01
Jharkhand,Hazaribagh,57565.81,2025-01-01
Jharkhand,Hazaribagh,56878.28,2025-02-01
Jharkhand,Hazaribagh,56364.09,2025-03-01
Jharkhand,Hazaribagh,58280.1,2025-04-01
Jharkhand,Hazaribagh,58028.31,2025-05-01
Jharkhand,Hazaribagh,59485.89,2025-06-01
Jharkhand,Hazaribagh,59904.03,2025-07-01
Jharkhand,Hazaribagh,60734.99,2025-08-01
Jharkhand,Hazaribagh,60012.03,2025-09-01
Jharkhand,Hazaribagh,61336.61,2025-10-01
Jharkhand,Hazaribagh,61632.87,2025-11-01
Jharkhand,Hazaribagh,61310.31,2025-12-01
Jharkhand,Hazaribagh,61960.01,2026-01-01
Jharkhand,Hazaribagh,61771.49,2026-02-01
Karnataka,Bangalore,191447.12,2023-01-01
Karnataka,Bangalore,189340.04,2023-02-01
Karnataka,Bangalore,191781.36,2023-03-01
Karnataka,Bangalore,192350.12,2023-04-01
Karnataka,Bangalore,192859.89,2023-05-01
Karnataka,Bangalore,193829.39,2023-06-01
Karnataka,Bangalore,194613.89,2023-07-01
Karnataka,Bangalore,193751.03,2023-08-01
Karnataka,Bangalore,197740.47,2023-09-01
Karnataka,Bangalore,197701.46,2023-10-01
Karnataka,Bangalore,200949.36,2023-11-01
Karnataka,Bangalore,202796.26,2023-12-01
Karnataka,Bangalore,204302.09,2024-01-01
Karnataka,Bangalore,205165.92,2024-02-01
Karnataka,Bangalore,204877.06,2024-03-01
Karnataka,Bangalore,207976.81,2024-04-01
Karnataka,Bangalore,205112.07,2024-05-01
Karnataka,Bangalore,207752.42,2024-06-01
Karnataka,Bangalore,206529.02,2024-07-01
Karnataka,Bangalore,210663.23,2024-08-01
Karnataka,Bangalore,213866.19,2024-09-01
Karnataka,Bangalore,214832.46,2024-10-01
Karnataka,Bangalore,218745.15,2024-11-01
Karnataka,Bangalore,220199.05,2024-12-01
Karnataka,Bangalore,222721.85,2025-01-01
Karnataka,Bangalore,222986.31,2025-02-01
Karnataka,Bangalore,222454.42,2025-03-01
Karnataka,Bangalore,223772.81,2025-04-01
Karnataka,Bangalore,225257.15,2025-05-01
Karnataka,Bangalore,223476.76,2025-06-01
Karnataka,Bangalore,225169.01,2025-07-01
Karnataka,Bangalore,227842.04,2025-08-01
Karnataka,Bangalore,227923.12,2025-09-01
Karnataka,Bangalore,232322.42,2025-10-01
Karnataka,Bangalore,232467.86,2025-11-01
Karnataka,Bangalore,235272.64,2025-12-01
Karnataka,Bangalore,238219.28,2026-01-01
Karnataka,Bangalore,238736.98,2026-02-01
Karnataka,Belgaum,46316.53,2023-01-01
Karnataka,Belgaum,47015.54,2023-02-01
Karnataka,Belgaum,47383.79,2023-03-01
Karnataka,Belgaum,47136.89,2023-04-01
Karnataka,Belgaum,47741.57,2023-05-01
Karnataka,Belgaum,47676.41,2023-06-01
Karnataka,Belgaum,48108.48,2023-07-01
Karnataka,Belgaum,47952.54,2023-08-01
Karnataka,Belgaum,47532.46,2023-09-01
Karnataka,Belgaum,47692.35,2023-10-01
Karnataka,Belgaum,48185.17,2023-11-01
Karnataka,Belgaum,48436.77,2023-12-01
Karnataka,Belgaum,48731.85,2024-01-01
Karnataka,Belgaum,49191.46,2024-02-01
Karnataka,Belgaum,49420.62,2024-03-01
Karnataka,Belgaum,49944.02,2024-04-01
Karnataka,Belgaum,50248.42,2024-05-01
Karnataka,Belgaum,49934.71,2024-06-01
Karnataka,Belgaum,50015.29,2024-07-01
Karnataka,Belgaum,50373.31,2024-08-01
Karnataka,Belgaum,50387.6,2024-09-01
Karnataka,Belgaum,50162.57,2024-10-01
Karnataka,Belgaum,49658.45,2024-11-01
Karnataka,Belgaum,50222.07,2024-12-01
Karnataka,Belgaum,50539.3,2025-01-01
Karnataka,Belgaum,51114.94,2025-02-01
Karnataka,Belgaum,51102.9,2025-03-01
Karnataka,Belgaum,52247.09,2025-04-01
Karnataka,Belgaum,52533.69,2025-05-01
Karnataka,Belgaum,52069.07,2025-06-01
Karnataka,Belgaum,52602.42,2025-07-01
Karnataka,Belgaum,52116.1,2025-08-01
Karnataka,Belgaum,52654.77,2025-09-01
Karnataka,Belgaum,52512.63,2025-10-01
Karnataka,Belgaum,52552.51,2025-11-01
Karnataka,Belgaum,52535.37,2025-12-01
Karnataka,Belgaum,52527.02,2026-01-01
Karnataka,Belgaum,52826.7,2026-02-01
Karnataka,Bellary,63142.9,2023-01-01
Karnataka,Bellary,64634.01,2023-02-01
Karnataka,Bellary,64654.48,2023-03-01
Karnataka,Bellary,64218.53,2023-04-01
Karnataka,Bellary,64722.12,2023-05-01
Karnataka,Bellary,65498.28,2023-06-01
Karnataka,Bellary,65878.0,2023-07-01
Karnataka,Bellary,66114.95,2023-08-01
Karnataka,Bellary,66682.07,2023-09-01
Karnataka,Bellary,66303.83,2023-10-01
Karnataka,Bellary,67578.26,2023-11-01
Karnataka,Bellary,66974.88,2023-12-01
Karnataka,Bellary,67915.48,2024-01-01
Karnataka,Bellary,70528.66,2024-02-01
Karnataka,Bellary,70631.15,2024-03-01
Karnataka,Bellary,71680.91,2024-04-01
Karnataka,Bellary,70021.33,2024-05-01
Karnataka,Bellary,71225.63,2024-06-01
Karnataka,Bellary,70947.29,2024-07-01
Karnataka,Bellary,70545.22,2024-08-01
Karnataka,Bellary,70679.02,2024-09-01
Karnataka,Bellary,71262.17,2024-10-01
Karnataka,Bellary,73721.96,2024-11-01
Karnataka,Bellary,72237.6,2024-12-01
Karnataka,Bellary,75754.49,2025-01-01
Karnataka,Bellary,74810.0,2025-02-01
Karnataka,Bellary,77361.82,2025-03-01
Karnataka,Bellary,76651.34,2025-04-01
Karnataka,Bellary,76176.25,2025-05-01
Karnataka,Bellary,77033.16,2025-06-01
Karnataka,Bellary,77851.28,2025-07-01
Karnataka,Bellary,76888.53,2025-08-01
Karnataka,Bellary,76491.85,2025-09-01
Karnataka,Bellary,77316.03,2025-10-01
Karnataka,Bellary,77974.93,2025-11-01
Karnataka,Bellary,81117.53,2025-12-01
Karnataka,Bellary,80358.54,2026-01-01
Karnataka,Bellary,80604.07,2026-02-01
Karnataka,Bidar,43236.68,2023-01-01
Karnataka,Bidar,42817.82,2023-02-01
Karnataka,Bidar,43265.63,2023-03-01
Karnataka,Bidar,43748.74,2023-04-01
Karnataka,Bidar,43511.83,2023-05-01
Karnataka,Bidar,43903.45,2023-06-01
Karnataka,Bidar,44651.15,2023-07-01
Karnataka,Bidar,44640.46,2023-08-01
Karnataka,Bidar,45161.27,2023-09-01
Karnataka,Bidar,44855.13,2023-10-01
Karnataka,Bidar,44797.29,2023-11-01
Karnataka,Bidar,44320.78,2023-12-01
Karnataka,Bidar,44805.37,2024-01-01
Karnataka,Bidar,45048.06,2024-02-01
Karnataka,Bidar,45508.03,2024-03-01
Karnataka,Bidar,44885.68,2024-04-01
Karnataka,Bidar,45715.65,2024-05-01
Karnataka,Bidar,45474.94,2024-06-01
Karnataka,Bidar,46085.79,2024-07-01
Karnataka,Bidar,45795.91,2024-08-01
Karnataka,Bidar,46235.15,2024-09-01
Karnataka,Bidar,46350.12,2024-10-01
Karnataka,Bidar,46503.11,2024-11-01
Karnataka,Bidar,46269.81,2024-12-01
Karnataka,Bidar,46596.43,2025-01-01
Karnataka,Bidar,46120.83,2025-02-01
Karnataka,Bidar,46854.16,2025-03-01
Karnataka,Bidar,46647.72,2025-04-01
Karnataka,Bidar,47927.15,2025-05-01
Karnataka,Bidar,48344.14,2025-06-01
Karnataka,Bidar,48564.39,2025-07-01
Karnataka,Bidar,47939.95,2025-08-01
Karnataka,Bidar,48004.27,2025-09-01
Karnataka,Bidar,48452.45,2025-10-01
Karnataka,Bidar,48009.56,2025-11-01
Karnataka,Bidar,47535.3,2025-12-01
Karnataka,Bidar,47603.54,2026-01-01
Karnataka,Bidar,47509.31,2026-02-01
Karnataka,Chitradurga,36346.35,2023-01-01
Karnataka,Chitradurga,36729.62,2023-02-01
Karnataka,Chitradurga,36404.79,2023-03-01
Karnataka,Chitradurga,36897.13,2023-04-01
Karnataka,Chitradurga,37783.48,2023-05-01
Karnataka,Chitradurga,37817.19,2023-06-01
Karnataka,Chitradurga,37798.54,2023-07-01
Karnataka,Chitradurga,37901.36,2023-08-01
Karnataka,Chitradurga,37822.75,2023-09-01
Karnataka,Chitradurga,37735.45,2023-10-01
Karnataka,Chitradurga,38850.55,2023-11-01
Karnataka,Chitradurga,38440.64,2023-12-01
Karnataka,Chitradurga,39141.61,2024-01-01
Karnataka,Chitradurga,39612.28,2024-02-01
Karnataka,Chitradurga,40514.13,2024-03-01
Karnataka,Chitradurga,39594.59,2024-04-01
Karnataka,Chitradurga,40042.31,2024-05-01
Karnataka,Chitradurga,39649.13,2024-06-01
Karnataka,Chitradurga,40440.25,2024-07-01
Karnataka,Chitradurga,39766.49,2024-08-01
Karnataka,Chitradurga,40244.88,2024-09-01
Karnataka,Chitradurga,41339.16,2024-10-01
Karnataka,Chitradurga,42292.65,2024-11-01
Karnataka,Chitradurga,42547.41,2024-12-01
Karnataka,Chitradurga,43189.95,2025-01-01
Karnataka,Chitradurga,42266.21,2025-02-01
Karnataka,Chitradurga,43713.91,2025-03-01
Karnataka,Chitradurga,43733.47,2025-04-01
Karnataka,Chitradurga,42380.83,2025-05-01
Karnataka,Chitradurga,43980.03,2025-06-01
Karnataka,Chitradurga,43999.22,2025-07-01
Karnataka,Chitradurga,44286.28,2025-08-01
Karnataka,Chitradurga,44202.53,2025-09-01
Karnataka,Chitradurga,44172.03,2025-10-01
Karnataka,Chitradurga,44759.23,2025-11-01
Karnataka,Chitradurga,44937.45,2025-12-01
Karnataka,Chitradurga,44891.57,2026-01-01
Karnataka,Chitradurga,45609.95,2026-02-01
Karnataka,Dakshina Kannada,100254.1,2023-01-01
Karnataka,Dakshina Kannada,101067.17,2023-02-01
Karnataka,Dakshina Kannada,102126.81,2023-03-01
Karnataka,Dakshina Kannada,102503.86,2023-04-01
Karnataka,Dakshina Kannada,104311.29,2023-05-01
Karnataka,Dakshina Kannada,105547.66,2023-06-01
Karnataka,Dakshina Kannada,105638.57,2023-07-01
Karnataka,Dakshina Kannada,104613.34,2023-08-01
Karnataka,Dakshina Kannada,104436.43,2023-09-01
Karnataka,Dakshina Kannada,104893.26,2023-10-01
Karnataka,Dakshina Kannada,105207.56,2023-11-01
Karnataka,Dakshina Kannada,106264.97,2023-12-01
Karnataka,Dakshina Kannada,106620.4,2024-01-01
Karnataka,Dakshina Kannada,107747.92,2024-02-01
Karnataka,Dakshina Kannada,107958.25,2024-03-01
Karnataka,Dakshina Kannada,110607.46,2024-04-01
Karnataka,Dakshina Kannada,111420.44,2024-05-01
Karnataka,Dakshina Kannada,112296.43,2024-06-01
Karnataka,Dakshina Kannada,110943.17,2024-07-01
Karnataka,Dakshina Kannada,112526.55,2024-08-01
Karnataka,Dakshina Kannada,110675.06,2024-09-01
Karnataka,Dakshina Kannada,111984.2,2024-10-01
Karnataka,Dakshina Kannada,112614.9,2024-11-01
Karnataka,Dakshina Kannada,111796.74,2024-12-01
Karnataka,Dakshina Kannada,112121.47,2025-01-01
Karnataka,Dakshina Kannada,114189.07,2025-02-01
Karnataka,Dakshina Kannada,116175.59,2025-03-01
Karnataka,Dakshina Kannada,115671.57,2025-04-01
Karnataka,Dakshina Kannada,117600.64,2025-05-01
Karnataka,Dakshina Kannada,119981.39,2025-06-01
Karnataka,Dakshina Kannada,118583.53,2025-07-01
Karnataka,Dakshina Kannada,118260.36,2025-08-01
Karnataka,Dakshina Kannada,118069.26,2025-09-01
Karnataka,Dakshina Kannada,119520.31,2025-10-01
Karnataka,Dakshina Kannada,118511.14,2025-11-01
Karnataka,Dakshina Kannada,120072.52,2025-12-01
Karnataka,Dakshina Kannada,121102.71,2026-01-01
Karnataka,Dakshina Kannada,120995.27,2026-02-01
Karnataka,Dharwad,65717.37,2023-01-01
Karnataka,Dharwad,66228.37,2023-02-01
Karnataka,Dharwad,68171.78,2023-03-01
Karnataka,Dharwad,68047.44,2023-04-01
Karnataka,Dharwad,67339.7,2023-05-01
Karnataka,Dharwad,68507.59,2023-06-01
Karnataka,Dharwad,68336.0,2023-07-01
Karnataka,Dharwad,70137.49,2023-08-01
Karnataka,Dharwad,69552.96,2023-09-01
Karnataka,Dharwad,69735.32,2023-10-01
Karnataka,Dharwad,71032.08,2023-11-01
Karnataka,Dharwad,72643.86,2023-12-01
Karnataka,Dharwad,72328.41,2024-01-01
Karnataka,Dharwad,73181.21,2024-02-01
Karnataka,Dharwad,74242.3,2024-03-01
Karnataka,Dharwad,73153.83,2024-04-01
Karnataka,Dharwad,74031.49,2024-05-01
Karnataka,Dharwad,74074.26,2024-06-01
Karnataka,Dharwad,75263.13,2024-07-01
Karnataka,Dharwad,74872.67,2024-08-01
Karnataka,Dharwad,74946.22,2024-09-01
Karnataka,Dharwad,75302.7,2024-10-01
Karnataka,Dharwad,77766.34,2024-11-01
Karnataka,Dharwad,77148.42,2024-12-01
Karnataka,Dharwad,77614.07,2025-01-01
Karnataka,Dharwad,78471.27,2025-02-01
Karnataka,Dharwad,80359.16,2025-03-01
Karnataka,Dharwad,80747.07,2025-04-01
Karnataka,Dharwad,82366.46,2025-05-01
Karnataka,Dharwad,82306.6,2025-06-01
Karnataka,Dharwad,82164.44,2025-07-01
Karnataka,Dharwad,83226.67,2025-08-01
Karnataka,Dharwad,81387.3,2025-09-01
Karnataka,Dharwad,83240.58,2025-10-01
Karnataka,Dharwad,84281.78,2025-11-01
Karnataka,Dharwad,84770.36,2025-12-01
Karnataka,Dharwad,85268.45,2026-01-01
Karnataka,Dharwad,87469.63,2026-02-01
Karnataka,Hassan,62566.56,2023-01-01
Karnataka,Hassan,61645.16,2023-02-01
Karnataka,Hassan,62306.87,2023-03-01
Karnataka,Hassan,63313.83,2023-04-01
Karnataka,Hassan,64162.2,2023-05-01
Karnataka,Hassan,62932.4,2023-06-01
Karnataka,Hassan,63660.76,2023-07-01
Karnataka,Hassan,63807.05,2023-08-01
Karnataka,Hassan,62943.16,2023-09-01
Karnataka,Hassan,62732.4,2023-10-01
Karnataka,Hassan,64483.8,2023-11-01
Karnataka,Hassan,63240.38,2023-12-01
Karnataka,Hassan,63607.26,2024-01-01
Karnataka,Hassan,64342.93,2024-02-01
Karnataka,Hassan,64919.62,2024-03-01
Karnataka,Hassan,66934.28,2024-04-01
Karnataka,Hassan,65932.31,2024-05-01
Karnataka,Hassan,67652.32,2024-06-01
Karnataka,Hassan,66978.2,2024-07-01
Karnataka,Hassan,65727.76,2024-08-01
Karnataka,Hassan,66289.89,2024-09-01
Karnataka,Hassan,67134.12,2024-10-01
Karnataka,Hassan,67243.42,2024-11-01
Karnataka,Hassan,67341.71,2024-12-01
Karnataka,Hassan,67632.09,2025-01-01
Karnataka,Hassan,67681.51,2025-02-01
Karnataka,Hassan,69094.13,2025-03-01
Karnataka,Hassan,69911.51,2025-04-01
Karnataka,Hassan,69562.86,2025-05-01
Karnataka,Hassan,68676.13,2025-06-01
Karnataka,Hassan,69120.08,2025-07-01
Karnataka,Hassan,70379.46,2025-08-01
Karnataka,Hassan,69646.22,2025-09-01
Karnataka,Hassan,69206.14,2025-10-01
Karnataka,Hassan,68873.5,2025-11-01
Karnataka,Hassan,70725.61,2025-12-01
Karnataka,Hassan,70223.98,2026-01-01
Karnataka,Hassan,69791.17,2026-02-01
Karnataka,Kolar,25640.9,2023-01-01
Karnataka,Kolar,25594.29,2023-02-01
Karnataka,Kolar,26133.79,2023-03-01
Karnataka,Kolar,26129.83,2023-04-01
Karnataka,Kolar,26372.18,2023-05-01
Karnataka,Kolar,26453.51,2023-06-01
Karnataka,Kolar,26886.66,2023-07-01
Karnataka,Kolar,26667.3,2023-08-01
Karnataka,Kolar,27214.42,2023-09-01
Karnataka,Kolar,26964.7,2023-10-01
Karnataka,Kolar,27617.76,2023-11-01
Karnataka,Kolar,26820.41,2023-12-01
Karnataka,Kolar,26986.41,2024-01-01
Karnataka,Kolar,27308.39,2024-02-01
Karnataka,Kolar,27421.66,2024-03-01
Karnataka,Kolar,26867.41,2024-04-01
Karnataka,Kolar,27401.67,2024-05-01
Karnataka,Kolar,27651.94,2024-06-01
Karnataka,Kolar,28166.19,2024-07-01
Karnataka,Kolar,28306.83,2024-08-01
Karnataka,Kolar,28519.88,2024-09-01
Karnataka,Kolar,28511.27,2024-10-01
Karnataka,Kolar,28191.21,2024-11-01
Karnataka,Kolar,28683.29,2024-12-01
Karnataka,Kolar,28297.84,2025-01-01
Karnataka,Kolar,28094.99,2025-02-01
Karnataka,Kolar,28270.76,2025-03-01
Karnataka,Kolar,28877.21,2025-04-01
Karnataka,Kolar,28280.59,2025-05-01
Karnataka,Kolar,29295.35,2025-06-01
Karnataka,Kolar,28804.57,2025-07-01
Karnataka,Kolar,29301.4,2025-08-01
Karnataka,Kolar,29885.73,2025-09-01
Karnataka,Kolar,29928.57,2025-10-01
Karnataka,Kolar,29313.85,2025-11-01
Karnataka,Kolar,29309.26,2025-12-01
Karnataka,Kolar,30037.85,2026-01-01
Karnataka,Kolar,29440.91,2026-02-01
Karnataka,Mandya,48215.53,2023-01-01
Karnataka,Mandya,48585.74,2023-02-01
Karnataka,Mandya,48583.68,2023-03-01
Karnataka,Mandya,47854.72,2023-04-01
Karnataka,Mandya,49065.03,2023-05-01
Karnataka,Mandya,47562.84,2023-06-01
Karnataka,Mandya,47728.94,2023-07-01
Karnataka,Mandya,49344.86,2023-08-01
Karnataka,Mandya,47697.82,2023-09-01
Karnataka,Mandya,49728.98,2023-10-01
Karnataka,Mandya,48469.33,2023-11-01
Karnataka,Mandya,49017.78,2023-12-01
Karnataka,Mandya,51114.9,2024-01-01
Karnataka,Mandya,50116.97,2024-02-01
Karnataka,Mandya,50570.57,2024-03-01
Karnataka,Mandya,52229.75,2024-04-01
Karnataka,Mandya,50881.78,2024-05-01
Karnataka,Mandya,50609.92,2024-06-01
Karnataka,Mandya,51156.88,2024-07-01
Karnataka,Mandya,51938.9,2024-08-01
Karnataka,Mandya,51386.9,2024-09-01
Karnataka,Mandya,52896.99,2024-10-01
Karnataka,Mandya,51770.02,2024-11-01
Karnataka,Mandya,53346.36,2024-12-01
Karnataka,Mandya,52959.89,2025-01-01
Karnataka,Mandya,55049.63,2025-02-01
Karnataka,Mandya,54782.78,2025-03-01
Karnataka,Mandya,54473.46,2025-04-01
Karnataka,Mandya,54263.01,2025-05-01
Karnataka,Mandya,54381.67,2025-06-01
Karnataka,Mandya,53716.81,2025-07-01
Karnataka,Mandya,55732.14,2025-08-01
Karnataka,Mandya,54093.4,2025-09-01
Karnataka,Mandya,55633.19,2025-10-01
Karnataka,Mandya,56543.21,2025-11-01
Karnataka,Mandya,57414.4,2025-12-01
Karnataka,Mandya,56338.03,2026-01-01
Karnataka,Mandya,57994.02,2026-02-01
Karnataka,Raichur,47530.39,2023-01-01
Karnataka,Raichur,47468.93,2023-02-01
Karnataka,Raichur,46595.06,2023-03-01
Karnataka,Raichur,47782.98,2023-04-01
Karnataka,Raichur,47601.77,2023-05-01
Karnataka,Raichur,48246.5,2023-06-01
Karnataka,Raichur,48212.23,2023-07-01
Karnataka,Raichur,48177.44,2023-08-01
Karnataka,Raichur,49585.83,2023-09-01
Karnataka,Raichur,49833.32,2023-10-01
Karnataka,Raichur,49828.39,2023-11-01
Karnataka,Raichur,49290.42,2023-12-01
Karnataka,Raichur,49901.46,2024-01-01
Karnataka,Raichur,50052.23,2024-02-01
Karnataka,Raichur,49237.4,2024-03-01
Karnataka,Raichur,50170.28,2024-04-01
Karnataka,Raichur,50162.57,2024-05-01
Karnataka,Raichur,50158.69,2024-06-01
Karnataka,Raichur,50348.58,2024-07-01
Karnataka,Raichur,50532.87,2024-08-01
Karnataka,Raichur,50993.41,2024-09-01
Karnataka,Raichur,51427.15,2024-10-01
Karnataka,Raichur,51529.24,2024-11-01
Karnataka,Raichur,51869.51,2024-12-01
Karnataka,Raichur,51584.49,2025-01-01
Karnataka,Raichur,51646.89,2025-02-01
Karnataka,Raichur,52047.72,2025-03-01
Karnataka,Raichur,51402.62,2025-04-01
Karnataka,Raichur,52935.29,2025-05-01
Karnataka,Raichur,52400.63,2025-06-01
Karnataka,Raichur,53786.81,2025-07-01
Karnataka,Raichur,53380.93,2025-08-01
Karnataka,Raichur,54450.41,2025-09-01
Karnataka,Raichur,54778.16,2025-10-01
Karnataka,Raichur,54268.64,2025-11-01
Karnataka,Raichur,54161.71,2025-12-01
Karnataka,Raichur,54752.99,2026-01-01
Karnataka,Raichur,54964.13,2026-02-01
Karnataka,Uttara Kannada,64950.33,2023-01-01
Karnataka,Uttara Kannada,64408.21,2023-02-01
Karnataka,Uttara Kannada,64885.35,2023-03-01
Karnataka,Uttara Kannada,66329.63,2023-04-01
Karnataka,Uttara Kannada,65691.11,2023-05-01
Karnataka,Uttara Kannada,66932.02,2023-06-01
Karnataka,Uttara Kannada,68945.14,2023-07-01
Karnataka,Uttara Kannada,68042.0,2023-08-01
Karnataka,Uttara Kannada,69497.45,2023-09-01
Karnataka,Uttara Kannada,68089.7,2023-10-01
Karnataka,Uttara Kannada,68892.99,2023-11-01
Karnataka,Uttara Kannada,68028.23,2023-12-01
Karnataka,Uttara Kannada,68989.56,2024-01-01
Karnataka,Uttara Kannada,69376.23,2024-02-01
Karnataka,Uttara Kannada,71034.93,2024-03-01
Karnataka,Uttara Kannada,71615.87,2024-04-01
Karnataka,Uttara Kannada,73047.77,2024-05-01
Karnataka,Uttara Kannada,74098.53,2024-06-01
Karnataka,Uttara Kannada,72332.95,2024-07-01
Karnataka,Uttara Kannada,72972.77,2024-08-01
Karnataka,Uttara Kannada,74978.63,2024-09-01
Karnataka,Uttara Kannada,73256.71,2024-10-01
Karnataka,Uttara Kannada,73755.8,2024-11-01
Karnataka,Uttara Kannada,73732.68,2024-12-01
Karnataka,Uttara Kannada,73818.92,2025-01-01
Karnataka,Uttara Kannada,74443.63,2025-02-01
Karnataka,Uttara Kannada,76793.75,2025-03-01
Karnataka,Uttara Kannada,78149.62,2025-04-01
Karnataka,Uttara Kannada,78094.86,2025-05-01
Karnataka,Uttara Kannada,79705.54,2025-06-01
Karnataka,Uttara Kannada,78457.23,2025-07-01
Karnataka,Uttara Kannada,78882.7,2025-08-01
Karnataka,Uttara Kannada,80917.1,2025-09-01
Karnataka,Uttara Kannada,81706.95,2025-10-01
Karnataka,Uttara Kannada,79130.48,2025-11-01
Karnataka,Uttara Kannada,79572.65,2025-12-01
Karnataka,Uttara Kannada,81511.77,2026-01-01
Karnataka,Uttara Kannada,80161.31,2026-02-01
Kerala,Alappuzha,88432.27,2023-01-01
Kerala,Alappuzha,88706.27,2023-02-01
Kerala,Alappuzha,89017.19,2023-03-01
Kerala,Alappuzha,89297.93,2023-04-01
Kerala,Alappuzha,88848.78,2023-05-01
Kerala,Alappuzha,89206.32,2023-06-01
Kerala,Alappuzha,90188.91,2023-07-01
Kerala,Alappuzha,90304.1,2023-08-01
Kerala,Alappuzha,90976.93,2023-09-01
Kerala,Alappuzha,92206.57,2023-10-01
Kerala,Alappuzha,93139.08,2023-11-01
Kerala,Alappuzha,93136.02,2023-12-01
Kerala,Alappuzha,94301.03,2024-01-01
Kerala,Alappuzha,94041.18,2024-02-01
Kerala,Alappuzha,93535.78,2024-03-01
Kerala,Alappuzha,94339.8,2024-04-01
Kerala,Alappuzha,93359.99,2024-05-01
Kerala,Alappuzha,94608.65,2024-06-01
Kerala,Alappuzha,95062.33,2024-07-01
Kerala,Alappuzha,95260.48,2024-08-01
Kerala,Alappuzha,96578.74,2024-09-01
Kerala,Alappuzha,97183.76,2024-10-01
Kerala,Alappuzha,98600.02,2024-11-01
Kerala,Alappuzha,98522.5,2024-12-01
Kerala,Alappuzha,99331.73,2025-01-01
Kerala,Alappuzha,99082.9,2025-02-01
Kerala,Alappuzha,98705.03,2025-03-01
Kerala,Alappuzha,99508.29,2025-04-01
Kerala,Alappuzha,98745.72,2025-05-01
Kerala,Alappuzha,99586.47,2025-06-01
Kerala,Alappuzha,100120.46,2025-07-01
Kerala,Alappuzha,101087.39,2025-08-01
Kerala,Alappuzha,101838.92,2025-09-01
Kerala,Alappuzha,102264.6,2025-10-01
Kerala,Alappuzha,103272.57,2025-11-01
Kerala,Alappuzha,104828.74,2025-12-01
Kerala,Alappuzha,104175.8,2026-01-01
Kerala,Alappuzha,104847.02,2026-02-01
Kerala,Kannur,81123.06,2023-01-01
Kerala,Kannur,80903.12,2023-02-01
Kerala,Kannur,81836.03,2023-03-01
Kerala,Kannur,81895.88,2023-04-01
Kerala,Kannur,81321.99,2023-05-01
Kerala,Kannur,81414.38,2023-06-01
Kerala,Kannur,81340.24,2023-07-01
Kerala,Kannur,82612.79,2023-08-01
Kerala,Kannur,82198.64,2023-09-01
Kerala,Kannur,83791.85,2023-10-01
Kerala,Kannur,84240.73,2023-11-01
Kerala,Kannur,84950.17,2023-12-01
Kerala,Kannur,85516.84,2024-01-01
Kerala,Kannur,85467.75,2024-02-01
Kerala,Kannur,85900.0,2024-03-01
Kerala,Kannur,85077.41,2024-04-01
Kerala,Kannur,85272.59,2024-05-01
Kerala,Kannur,85880.39,2024-06-01
Kerala,Kannur,86238.3,2024-07-01
Kerala,Kannur,86473.19,2024-08-01
Kerala,Kannur,87556.74,2024-09-01
Kerala,Kannur,88356.74,2024-10-01
Kerala,Kannur,88954.47,2024-11-01
Kerala,Kannur,89565.54,2024-12-01
Kerala,Kannur,89932.64,2025-01-01
Kerala,Kannur,89054.02,2025-02-01
Kerala,Kannur,90680.47,2025-03-01
Kerala,Kannur,89088.17,2025-04-01
Kerala,Kannur,89535.34,2025-05-01
Kerala,Kannur,89246.79,2025-06-01
Kerala,Kannur,90467.36,2025-07-01
Kerala,Kannur,90831.83,2025-08-01
Kerala,Kannur,91382.51,2025-09-01
Kerala,Kannur,92188.29,2025-10-01
Kerala,Kannur,92375.38,2025-11-01
Kerala,Kannur,93840.85,2025-12-01
Kerala,Kannur,94020.37,2026-01-01
Kerala,Kannur,93951.25,2026-02-01
Kerala,Kollam,83675.59,2023-01-01
Kerala,Kollam,84642.18,2023-02-01
Kerala,Kollam,84922.87,2023-03-01
Kerala,Kollam,85596.01,2023-04-01
Kerala,Kollam,86444.6,2023-05-01
Kerala,Kollam,86042.63,2023-06-01
Kerala,Kollam,86112.53,2023-07-01
Kerala,Kollam,86231.53,2023-08-01
Kerala,Kollam,85562.11,2023-09-01
Kerala,Kollam,85842.76,2023-10-01
Kerala,Kollam,86486.35,2023-11-01
Kerala,Kollam,86962.59,2023-12-01
