state,district,period_start,festival,celebration_pct
Gujarat,Jamnagar,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Jamnagar,2022-07-01,Rath Yatra,0.7528
Gujarat,Jamnagar,2022-01-26,Republic Day,0.95
Gujarat,Kheda,2022-04-14,Ambedkar Jayanti,0.75
Gujarat,Kheda,2022-07-10,Bakr Id/Eid ul-Adha,0.0919
Gujarat,Kheda,2022-10-26,Bhai Duj,0.6643
Gujarat,Kheda,2022-05-16,Buddha Purnima/Vesak,0.0802
Gujarat,Kheda,2022-10-24,Diwali/Deepavali,0.7971
Gujarat,Kheda,2022-10-05,Dussehra,0.7528
Gujarat,Kheda,2022-09-26,First Day of Sharad Navratri,0.6643
Gujarat,Kheda,2022-10-25,Govardhan Puja,0.7086
Gujarat,Kheda,2022-02-15,Hazarat Ali's Birthday,0.058
Gujarat,Kheda,2022-03-18,Holi,0.7528
Gujarat,Kheda,2022-03-17,Holika Dahana,0.7086
Gujarat,Kheda,2022-08-15,Independence Day,0.95
Gujarat,Kheda,2022-04-29,Jamat Ul-Vida,0.0822
Gujarat,Kheda,2022-08-19,Janmashtami,0.7528
Gujarat,Kheda,2022-08-18,Janmashtami (Smarta),0.7528
Gujarat,Kheda,2022-03-01,Maha Shivaratri/Shivaratri,0.7086
Gujarat,Kheda,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3543
Gujarat,Kheda,2022-10-02,Mahatma Gandhi Jayanti,0.95
Gujarat,Kheda,2022-01-14,Makar Sankranti,0.7086
Gujarat,Kheda,2022-04-14,Mesadi / Vaisakhadi,0.7528
Gujarat,Kheda,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0822
Gujarat,Kheda,2022-08-08,Muharram/Ashura,0.0774
Gujarat,Kheda,2022-01-01,New Year's Day,0.65
Gujarat,Kheda,2022-08-16,Parsi New Year,0.002
Gujarat,Kheda,2022-08-11,Raksha Bandhan (Rakhi),0.6643
Gujarat,Kheda,2022-04-10,Rama Navami,0.7086
Gujarat,Kheda,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Kheda,2022-07-01,Rath Yatra,0.7528
Gujarat,Kheda,2022-01-26,Republic Day,0.95
Gujarat,Panchmahal,2022-04-14,Ambedkar Jayanti,0.75
Gujarat,Panchmahal,2022-07-10,Bakr Id/Eid ul-Adha,0.0919
Gujarat,Panchmahal,2022-10-26,Bhai Duj,0.6643
Gujarat,Panchmahal,2022-05-16,Buddha Purnima/Vesak,0.0802
Gujarat,Panchmahal,2022-10-24,Diwali/Deepavali,0.7971
Gujarat,Panchmahal,2022-10-05,Dussehra,0.7528
Gujarat,Panchmahal,2022-09-26,First Day of Sharad Navratri,0.6643
Gujarat,Panchmahal,2022-10-25,Govardhan Puja,0.7086
Gujarat,Panchmahal,2022-02-15,Hazarat Ali's Birthday,0.058
Gujarat,Panchmahal,2022-03-18,Holi,0.7528
Gujarat,Panchmahal,2022-03-17,Holika Dahana,0.7086
Gujarat,Panchmahal,2022-08-15,Independence Day,0.95
Gujarat,Panchmahal,2022-04-29,Jamat Ul-Vida,0.0822
Gujarat,Panchmahal,2022-08-19,Janmashtami,0.7528
Gujarat,Panchmahal,2022-08-18,Janmashtami (Smarta),0.7528
Gujarat,Panchmahal,2022-03-01,Maha Shivaratri/Shivaratri,0.7086
Gujarat,Panchmahal,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3543
Gujarat,Panchmahal,2022-10-02,Mahatma Gandhi Jayanti,0.95
Gujarat,Panchmahal,2022-01-14,Makar Sankranti,0.7086
Gujarat,Panchmahal,2022-04-14,Mesadi / Vaisakhadi,0.7528
Gujarat,Panchmahal,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0822
Gujarat,Panchmahal,2022-08-08,Muharram/Ashura,0.0774
Gujarat,Panchmahal,2022-01-01,New Year's Day,0.65
Gujarat,Panchmahal,2022-08-16,Parsi New Year,0.002
Gujarat,Panchmahal,2022-08-11,Raksha Bandhan (Rakhi),0.6643
Gujarat,Panchmahal,2022-04-10,Rama Navami,0.7086
Gujarat,Panchmahal,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Panchmahal,2022-07-01,Rath Yatra,0.7528
Gujarat,Panchmahal,2022-01-26,Republic Day,0.95
Gujarat,Rajkot,2022-04-14,Ambedkar Jayanti,0.75
Gujarat,Rajkot,2022-07-10,Bakr Id/Eid ul-Adha,0.0919
Gujarat,Rajkot,2022-10-26,Bhai Duj,0.6643
Gujarat,Rajkot,2022-05-16,Buddha Purnima/Vesak,0.0802
Gujarat,Rajkot,2022-10-24,Diwali/Deepavali,0.7971
Gujarat,Rajkot,2022-10-05,Dussehra,0.7528
Gujarat,Rajkot,2022-09-26,First Day of Sharad Navratri,0.6643
Gujarat,Rajkot,2022-10-25,Govardhan Puja,0.7086
Gujarat,Rajkot,2022-02-15,Hazarat Ali's Birthday,0.058
Gujarat,Rajkot,2022-03-18,Holi,0.7528
Gujarat,Rajkot,2022-03-17,Holika Dahana,0.7086
Gujarat,Rajkot,2022-08-15,Independence Day,0.95
Gujarat,Rajkot,2022-04-29,Jamat Ul-Vida,0.0822
Gujarat,Rajkot,2022-08-19,Janmashtami,0.7528
Gujarat,Rajkot,2022-08-18,Janmashtami (Smarta),0.7528
Gujarat,Rajkot,2022-03-01,Maha Shivaratri/Shivaratri,0.7086
Gujarat,Rajkot,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3543
Gujarat,Rajkot,2022-10-02,Mahatma Gandhi Jayanti,0.95
Gujarat,Rajkot,2022-01-14,Makar Sankranti,0.7086
Gujarat,Rajkot,2022-04-14,Mesadi / Vaisakhadi,0.7528
Gujarat,Rajkot,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0822
Gujarat,Rajkot,2022-08-08,Muharram/Ashura,0.0774
Gujarat,Rajkot,2022-01-01,New Year's Day,0.65
Gujarat,Rajkot,2022-08-16,Parsi New Year,0.002
Gujarat,Rajkot,2022-08-11,Raksha Bandhan (Rakhi),0.6643
Gujarat,Rajkot,2022-04-10,Rama Navami,0.7086
Gujarat,Rajkot,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Rajkot,2022-07-01,Rath Yatra,0.7528
Gujarat,Rajkot,2022-01-26,Republic Day,0.95
Gujarat,Sabarkantha,2022-04-14,Ambedkar Jayanti,0.75
Gujarat,Sabarkantha,2022-07-10,Bakr Id/Eid ul-Adha,0.0919
Gujarat,Sabarkantha,2022-10-26,Bhai Duj,0.6643
Gujarat,Sabarkantha,2022-05-16,Buddha Purnima/Vesak,0.0802
Gujarat,Sabarkantha,2022-10-24,Diwali/Deepavali,0.7971
Gujarat,Sabarkantha,2022-10-05,Dussehra,0.7528
Gujarat,Sabarkantha,2022-09-26,First Day of Sharad Navratri,0.6643
Gujarat,Sabarkantha,2022-10-25,Govardhan Puja,0.7086
Gujarat,Sabarkantha,2022-02-15,Hazarat Ali's Birthday,0.058
Gujarat,Sabarkantha,2022-03-18,Holi,0.7528
Gujarat,Sabarkantha,2022-03-17,Holika Dahana,0.7086
Gujarat,Sabarkantha,2022-08-15,Independence Day,0.95
Gujarat,Sabarkantha,2022-04-29,Jamat Ul-Vida,0.0822
Gujarat,Sabarkantha,2022-08-19,Janmashtami,0.7528
Gujarat,Sabarkantha,2022-08-18,Janmashtami (Smarta),0.7528
Gujarat,Sabarkantha,2022-03-01,Maha Shivaratri/Shivaratri,0.7086
Gujarat,Sabarkantha,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3543
Gujarat,Sabarkantha,2022-10-02,Mahatma Gandhi Jayanti,0.95
Gujarat,Sabarkantha,2022-01-14,Makar Sankranti,0.7086
Gujarat,Sabarkantha,2022-04-14,Mesadi / Vaisakhadi,0.7528
Gujarat,Sabarkantha,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0822
Gujarat,Sabarkantha,2022-08-08,Muharram/Ashura,0.0774
Gujarat,Sabarkantha,2022-01-01,New Year's Day,0.65
Gujarat,Sabarkantha,2022-08-16,Parsi New Year,0.002
Gujarat,Sabarkantha,2022-08-11,Raksha Bandhan (Rakhi),0.6643
Gujarat,Sabarkantha,2022-04-10,Rama Navami,0.7086
Gujarat,Sabarkantha,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Sabarkantha,2022-07-01,Rath Yatra,0.7528
Gujarat,Sabarkantha,2022-01-26,Republic Day,0.95
Gujarat,Surat,2022-04-14,Ambedkar Jayanti,0.75
Gujarat,Surat,2022-07-10,Bakr Id/Eid ul-Adha,0.0919
Gujarat,Surat,2022-10-26,Bhai Duj,0.6643
Gujarat,Surat,2022-05-16,Buddha Purnima/Vesak,0.0802
Gujarat,Surat,2022-10-24,Diwali/Deepavali,0.7971
Gujarat,Surat,2022-10-05,Dussehra,0.7528
Gujarat,Surat,2022-09-26,First Day of Sharad Navratri,0.6643
Gujarat,Surat,2022-10-25,Govardhan Puja,0.7086
Gujarat,Surat,2022-02-15,Hazarat Ali's Birthday,0.058
Gujarat,Surat,2022-03-18,Holi,0.7528
Gujarat,Surat,2022-03-17,Holika Dahana,0.7086
Gujarat,Surat,2022-08-15,Independence Day,0.95
Gujarat,Surat,2022-04-29,Jamat Ul-Vida,0.0822
Gujarat,Surat,2022-08-19,Janmashtami,0.7528
Gujarat,Surat,2022-08-18,Janmashtami (Smarta),0.7528
Gujarat,Surat,2022-03-01,Maha Shivaratri/Shivaratri,0.7086
Gujarat,Surat,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3543
Gujarat,Surat,2022-10-02,Mahatma Gandhi Jayanti,0.95
Gujarat,Surat,2022-01-14,Makar Sankranti,0.7086
Gujarat,Surat,2022-04-14,Mesadi / Vaisakhadi,0.7528
Gujarat,Surat,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0822
Gujarat,Surat,2022-08-08,Muharram/Ashura,0.0774
Gujarat,Surat,2022-01-01,New Year's Day,0.65
Gujarat,Surat,2022-08-16,Parsi New Year,0.002
Gujarat,Surat,2022-08-11,Raksha Bandhan (Rakhi),0.6643
Gujarat,Surat,2022-04-10,Rama Navami,0.7086
Gujarat,Surat,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Surat,2022-07-01,Rath Yatra,0.7528
Gujarat,Surat,2022-01-26,Republic Day,0.95
Gujarat,Surendranagar,2022-04-14,Ambedkar Jayanti,0.75
Gujarat,Surendranagar,2022-07-10,Bakr Id/Eid ul-Adha,0.0919
Gujarat,Surendranagar,2022-10-26,Bhai Duj,0.6643
Gujarat,Surendranagar,2022-05-16,Buddha Purnima/Vesak,0.0802
Gujarat,Surendranagar,2022-10-24,Diwali/Deepavali,0.7971
Gujarat,Surendranagar,2022-10-05,Dussehra,0.7528
Gujarat,Surendranagar,2022-09-26,First Day of Sharad Navratri,0.6643
Gujarat,Surendranagar,2022-10-25,Govardhan Puja,0.7086
Gujarat,Surendranagar,2022-02-15,Hazarat Ali's Birthday,0.058
Gujarat,Surendranagar,2022-03-18,Holi,0.7528
Gujarat,Surendranagar,2022-03-17,Holika Dahana,0.7086
Gujarat,Surendranagar,2022-08-15,Independence Day,0.95
Gujarat,Surendranagar,2022-04-29,Jamat Ul-Vida,0.0822
Gujarat,Surendranagar,2022-08-19,Janmashtami,0.7528
Gujarat,Surendranagar,2022-08-18,Janmashtami (Smarta),0.7528
Gujarat,Surendranagar,2022-03-01,Maha Shivaratri/Shivaratri,0.7086
Gujarat,Surendranagar,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3543
Gujarat,Surendranagar,2022-10-02,Mahatma Gandhi Jayanti,0.95
Gujarat,Surendranagar,2022-01-14,Makar Sankranti,0.7086
Gujarat,Surendranagar,2022-04-14,Mesadi / Vaisakhadi,0.7528
Gujarat,Surendranagar,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0822
Gujarat,Surendranagar,2022-08-08,Muharram/Ashura,0.0774
Gujarat,Surendranagar,2022-01-01,New Year's Day,0.65
Gujarat,Surendranagar,2022-08-16,Parsi New Year,0.002
Gujarat,Surendranagar,2022-08-11,Raksha Bandhan (Rakhi),0.6643
Gujarat,Surendranagar,2022-04-10,Rama Navami,0.7086
Gujarat,Surendranagar,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Surendranagar,2022-07-01,Rath Yatra,0.7528
Gujarat,Surendranagar,2022-01-26,Republic Day,0.95
Gujarat,Valsad,2022-04-14,Ambedkar Jayanti,0.75
Gujarat,Valsad,2022-07-10,Bakr Id/Eid ul-Adha,0.0919
Gujarat,Valsad,2022-10-26,Bhai Duj,0.6643
Gujarat,Valsad,2022-05-16,Buddha Purnima/Vesak,0.0802
Gujarat,Valsad,2022-10-24,Diwali/Deepavali,0.7971
Gujarat,Valsad,2022-10-05,Dussehra,0.7528
Gujarat,Valsad,2022-09-26,First Day of Sharad Navratri,0.6643
Gujarat,Valsad,2022-10-25,Govardhan Puja,0.7086
Gujarat,Valsad,2022-02-15,Hazarat Ali's Birthday,0.058
Gujarat,Valsad,2022-03-18,Holi,0.7528
Gujarat,Valsad,2022-03-17,Holika Dahana,0.7086
Gujarat,Valsad,2022-08-15,Independence Day,0.95
Gujarat,Valsad,2022-04-29,Jamat Ul-Vida,0.0822
Gujarat,Valsad,2022-08-19,Janmashtami,0.7528
Gujarat,Valsad,2022-08-18,Janmashtami (Smarta),0.7528
Gujarat,Valsad,2022-03-01,Maha Shivaratri/Shivaratri,0.7086
Gujarat,Valsad,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3543
Gujarat,Valsad,2022-10-02,Mahatma Gandhi Jayanti,0.95
Gujarat,Valsad,2022-01-14,Makar Sankranti,0.7086
Gujarat,Valsad,2022-04-14,Mesadi / Vaisakhadi,0.7528
Gujarat,Valsad,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0822
Gujarat,Valsad,2022-08-08,Muharram/Ashura,0.0774
Gujarat,Valsad,2022-01-01,New Year's Day,0.65
Gujarat,Valsad,2022-08-16,Parsi New Year,0.002
Gujarat,Valsad,2022-08-11,Raksha Bandhan (Rakhi),0.6643
Gujarat,Valsad,2022-04-10,Rama Navami,0.7086
Gujarat,Valsad,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0919
Gujarat,Valsad,2022-07-01,Rath Yatra,0.7528
Gujarat,Valsad,2022-01-26,Republic Day,0.95
Haryana,Ambala,2022-04-14,Ambedkar Jayanti,0.75
Haryana,Ambala,2022-07-10,Bakr Id/Eid ul-Adha,0.0668
Haryana,Ambala,2022-10-26,Bhai Duj,0.6559
Haryana,Ambala,2022-05-16,Buddha Purnima/Vesak,0.079
Haryana,Ambala,2022-04-02,Chaitra Sukhladi,0.6122
Haryana,Ambala,2022-10-24,Diwali/Deepavali,0.7871
Haryana,Ambala,2022-10-05,Dussehra,0.7434
Haryana,Ambala,2022-01-09,Guru Govind Singh Jayanti,0.0466
Haryana,Ambala,2022-12-29,Guru Govind Singh Jayanti,0.0466
Haryana,Ambala,2022-11-08,Guru Nanak Jayanti,0.0466
Haryana,Ambala,2022-02-16,Guru Ravidas Jayanti,0.3498
Haryana,Ambala,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.042
Haryana,Ambala,2022-02-15,Hazarat Ali's Birthday,0.0422
Haryana,Ambala,2022-03-18,Holi,0.7434
Haryana,Ambala,2022-03-17,Holika Dahana,0.6997
Haryana,Ambala,2022-08-15,Independence Day,0.95
Haryana,Ambala,2022-04-29,Jamat Ul-Vida,0.0598
Haryana,Ambala,2022-08-19,Janmashtami,0.7434
Haryana,Ambala,2022-08-18,Janmashtami (Smarta),0.7434
Haryana,Ambala,2022-10-13,Karaka Chaturthi (Karva Chauth),0.481
Haryana,Ambala,2022-01-13,Lohri,0.3224
Haryana,Ambala,2022-03-01,Maha Shivaratri/Shivaratri,0.6997
Haryana,Ambala,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3498
Haryana,Ambala,2022-10-09,Maharishi Valmiki Jayanti,0.4373
Haryana,Ambala,2022-10-02,Mahatma Gandhi Jayanti,0.95
Haryana,Ambala,2022-01-14,Makar Sankranti,0.6997
Haryana,Ambala,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0598
Haryana,Ambala,2022-08-08,Muharram/Ashura,0.0562
Haryana,Ambala,2022-01-01,New Year's Day,0.65
Haryana,Ambala,2022-08-11,Raksha Bandhan (Rakhi),0.6559
Haryana,Ambala,2022-04-10,Rama Navami,0.6997
Haryana,Ambala,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0668
Haryana,Ambala,2022-01-26,Republic Day,0.95
Haryana,Ambala,2022-04-14,Vaisakhi,0.2671
Haryana,Ambala,2022-02-05,Vasant Panchami,0.5248
Haryana,Gurgaon,2022-04-14,Ambedkar Jayanti,0.75
Haryana,Gurgaon,2022-07-10,Bakr Id/Eid ul-Adha,0.0668
Haryana,Gurgaon,2022-10-26,Bhai Duj,0.6559
Haryana,Gurgaon,2022-05-16,Buddha Purnima/Vesak,0.079
Haryana,Gurgaon,2022-04-02,Chaitra Sukhladi,0.6122
Haryana,Gurgaon,2022-10-24,Diwali/Deepavali,0.7871
Haryana,Gurgaon,2022-10-05,Dussehra,0.7434
Haryana,Gurgaon,2022-01-09,Guru Govind Singh Jayanti,0.0466
Haryana,Gurgaon,2022-12-29,Guru Govind Singh Jayanti,0.0466
Haryana,Gurgaon,2022-11-08,Guru Nanak Jayanti,0.0466
Haryana,Gurgaon,2022-02-16,Guru Ravidas Jayanti,0.3498
Haryana,Gurgaon,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.042
Haryana,Gurgaon,2022-02-15,Hazarat Ali's Birthday,0.0422
Haryana,Gurgaon,2022-03-18,Holi,0.7434
Haryana,Gurgaon,2022-03-17,Holika Dahana,0.6997
Haryana,Gurgaon,2022-08-15,Independence Day,0.95
Haryana,Gurgaon,2022-04-29,Jamat Ul-Vida,0.0598
Haryana,Gurgaon,2022-08-19,Janmashtami,0.7434
Haryana,Gurgaon,2022-08-18,Janmashtami (Smarta),0.7434
Haryana,Gurgaon,2022-10-13,Karaka Chaturthi (Karva Chauth),0.481
Haryana,Gurgaon,2022-01-13,Lohri,0.3224
Haryana,Gurgaon,2022-03-01,Maha Shivaratri/Shivaratri,0.6997
Haryana,Gurgaon,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3498
Haryana,Gurgaon,2022-10-09,Maharishi Valmiki Jayanti,0.4373
Haryana,Gurgaon,2022-10-02,Mahatma Gandhi Jayanti,0.95
Haryana,Gurgaon,2022-01-14,Makar Sankranti,0.6997
Haryana,Gurgaon,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0598
Haryana,Gurgaon,2022-08-08,Muharram/Ashura,0.0562
Haryana,Gurgaon,2022-01-01,New Year's Day,0.65
Haryana,Gurgaon,2022-08-11,Raksha Bandhan (Rakhi),0.6559
Haryana,Gurgaon,2022-04-10,Rama Navami,0.6997
Haryana,Gurgaon,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0668
Haryana,Gurgaon,2022-01-26,Republic Day,0.95
Haryana,Gurgaon,2022-04-14,Vaisakhi,0.2671
Haryana,Gurgaon,2022-02-05,Vasant Panchami,0.5248
Haryana,Jind,2022-04-14,Ambedkar Jayanti,0.75
Haryana,Jind,2022-07-10,Bakr Id/Eid ul-Adha,0.0668
Haryana,Jind,2022-10-26,Bhai Duj,0.6559
Haryana,Jind,2022-05-16,Buddha Purnima/Vesak,0.079
Haryana,Jind,2022-04-02,Chaitra Sukhladi,0.6122
Haryana,Jind,2022-10-24,Diwali/Deepavali,0.7871
Haryana,Jind,2022-10-05,Dussehra,0.7434
Haryana,Jind,2022-01-09,Guru Govind Singh Jayanti,0.0466
Haryana,Jind,2022-12-29,Guru Govind Singh Jayanti,0.0466
Haryana,Jind,2022-11-08,Guru Nanak Jayanti,0.0466
Haryana,Jind,2022-02-16,Guru Ravidas Jayanti,0.3498
Haryana,Jind,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.042
Haryana,Jind,2022-02-15,Hazarat Ali's Birthday,0.0422
Haryana,Jind,2022-03-18,Holi,0.7434
Haryana,Jind,2022-03-17,Holika Dahana,0.6997
Haryana,Jind,2022-08-15,Independence Day,0.95
Haryana,Jind,2022-04-29,Jamat Ul-Vida,0.0598
Haryana,Jind,2022-08-19,Janmashtami,0.7434
Haryana,Jind,2022-08-18,Janmashtami (Smarta),0.7434
Haryana,Jind,2022-10-13,Karaka Chaturthi (Karva Chauth),0.481
Haryana,Jind,2022-01-13,Lohri,0.3224
Haryana,Jind,2022-03-01,Maha Shivaratri/Shivaratri,0.6997
Haryana,Jind,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3498
Haryana,Jind,2022-10-09,Maharishi Valmiki Jayanti,0.4373
Haryana,Jind,2022-10-02,Mahatma Gandhi Jayanti,0.95
Haryana,Jind,2022-01-14,Makar Sankranti,0.6997
Haryana,Jind,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0598
Haryana,Jind,2022-08-08,Muharram/Ashura,0.0562
Haryana,Jind,2022-01-01,New Year's Day,0.65
Haryana,Jind,2022-08-11,Raksha Bandhan (Rakhi),0.6559
Haryana,Jind,2022-04-10,Rama Navami,0.6997
Haryana,Jind,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0668
Haryana,Jind,2022-01-26,Republic Day,0.95
Haryana,Jind,2022-04-14,Vaisakhi,0.2671
Haryana,Jind,2022-02-05,Vasant Panchami,0.5248
Haryana,Karnal,2022-04-14,Ambedkar Jayanti,0.75
Haryana,Karnal,2022-07-10,Bakr Id/Eid ul-Adha,0.0668
Haryana,Karnal,2022-10-26,Bhai Duj,0.6559
Haryana,Karnal,2022-05-16,Buddha Purnima/Vesak,0.079
Haryana,Karnal,2022-04-02,Chaitra Sukhladi,0.6122
Haryana,Karnal,2022-10-24,Diwali/Deepavali,0.7871
Haryana,Karnal,2022-10-05,Dussehra,0.7434
Haryana,Karnal,2022-01-09,Guru Govind Singh Jayanti,0.0466
Haryana,Karnal,2022-12-29,Guru Govind Singh Jayanti,0.0466
Haryana,Karnal,2022-11-08,Guru Nanak Jayanti,0.0466
Haryana,Karnal,2022-02-16,Guru Ravidas Jayanti,0.3498
Haryana,Karnal,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.042
Haryana,Karnal,2022-02-15,Hazarat Ali's Birthday,0.0422
Haryana,Karnal,2022-03-18,Holi,0.7434
Haryana,Karnal,2022-03-17,Holika Dahana,0.6997
Haryana,Karnal,2022-08-15,Independence Day,0.95
Haryana,Karnal,2022-04-29,Jamat Ul-Vida,0.0598
Haryana,Karnal,2022-08-19,Janmashtami,0.7434
Haryana,Karnal,2022-08-18,Janmashtami (Smarta),0.7434
Haryana,Karnal,2022-10-13,Karaka Chaturthi (Karva Chauth),0.481
Haryana,Karnal,2022-01-13,Lohri,0.3224
Haryana,Karnal,2022-03-01,Maha Shivaratri/Shivaratri,0.6997
Haryana,Karnal,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3498
Haryana,Karnal,2022-10-09,Maharishi Valmiki Jayanti,0.4373
Haryana,Karnal,2022-10-02,Mahatma Gandhi Jayanti,0.95
Haryana,Karnal,2022-01-14,Makar Sankranti,0.6997
Haryana,Karnal,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0598
Haryana,Karnal,2022-08-08,Muharram/Ashura,0.0562
Haryana,Karnal,2022-01-01,New Year's Day,0.65
Haryana,Karnal,2022-08-11,Raksha Bandhan (Rakhi),0.6559
Haryana,Karnal,2022-04-10,Rama Navami,0.6997
Haryana,Karnal,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0668
Haryana,Karnal,2022-01-26,Republic Day,0.95
Haryana,Karnal,2022-04-14,Vaisakhi,0.2671
Haryana,Karnal,2022-02-05,Vasant Panchami,0.5248
Haryana,Rohtak,2022-04-14,Ambedkar Jayanti,0.75
Haryana,Rohtak,2022-07-10,Bakr Id/Eid ul-Adha,0.0668
Haryana,Rohtak,2022-10-26,Bhai Duj,0.6559
Haryana,Rohtak,2022-05-16,Buddha Purnima/Vesak,0.079
Haryana,Rohtak,2022-04-02,Chaitra Sukhladi,0.6122
Haryana,Rohtak,2022-10-24,Diwali/Deepavali,0.7871
Haryana,Rohtak,2022-10-05,Dussehra,0.7434
Haryana,Rohtak,2022-01-09,Guru Govind Singh Jayanti,0.0466
Haryana,Rohtak,2022-12-29,Guru Govind Singh Jayanti,0.0466
Haryana,Rohtak,2022-11-08,Guru Nanak Jayanti,0.0466
Haryana,Rohtak,2022-02-16,Guru Ravidas Jayanti,0.3498
Haryana,Rohtak,2022-11-24,Guru Tegh Bahadur's Martyrdom Day,0.042
Haryana,Rohtak,2022-02-15,Hazarat Ali's Birthday,0.0422
Haryana,Rohtak,2022-03-18,Holi,0.7434
Haryana,Rohtak,2022-03-17,Holika Dahana,0.6997
Haryana,Rohtak,2022-08-15,Independence Day,0.95
Haryana,Rohtak,2022-04-29,Jamat Ul-Vida,0.0598
Haryana,Rohtak,2022-08-19,Janmashtami,0.7434
Haryana,Rohtak,2022-08-18,Janmashtami (Smarta),0.7434
Haryana,Rohtak,2022-10-13,Karaka Chaturthi (Karva Chauth),0.481
Haryana,Rohtak,2022-01-13,Lohri,0.3224
Haryana,Rohtak,2022-03-01,Maha Shivaratri/Shivaratri,0.6997
Haryana,Rohtak,2022-02-26,Maharishi Dayanand Saraswati Jayanti,0.3498
Haryana,Rohtak,2022-10-09,Maharishi Valmiki Jayanti,0.4373
Haryana,Rohtak,2022-10-02,Mahatma Gandhi Jayanti,0.95
Haryana,Rohtak,2022-01-14,Makar Sankranti,0.6997
Haryana,Rohtak,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0598
Haryana,Rohtak,2022-08-08,Muharram/Ashura,0.0562
Haryana,Rohtak,2022-01-01,New Year's Day,0.65
Haryana,Rohtak,2022-08-11,Raksha Bandhan (Rakhi),0.6559
Haryana,Rohtak,2022-04-10,Rama Navami,0.6997
Haryana,Rohtak,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0668
Haryana,Rohtak,2022-01-26,Republic Day,0.95
Haryana,Rohtak,2022-04-14,Vaisakhi,0.2671
Haryana,Rohtak,2022-02-05,Vasant Panchami,0.5248
Himachal Pradesh,Chamba,2022-04-14,Ambedkar Jayanti,0.75
Himachal Pradesh,Chamba,2022-07-10,Bakr Id/Eid ul-Adha,0.0207
Himachal Pradesh,Chamba,2022-10-26,Bhai Duj,0.7138
Himachal Pradesh,Chamba,2022-05-16,Buddha Purnima/Vesak,0.096
Himachal Pradesh,Chamba,2022-04-02,Chaitra Sukhladi,0.6662
Himachal Pradesh,Chamba,2022-10-24,Diwali/Deepavali,0.8565
Himachal Pradesh,Chamba,2022-10-05,Dussehra,0.8089
Himachal Pradesh,Chamba,2022-01-09,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Chamba,2022-12-29,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Chamba,2022-11-08,Guru Nanak Jayanti,0.011
Himachal Pradesh,Chamba,2022-02-16,Guru Ravidas Jayanti,0.3807
Himachal Pradesh,Chamba,2022-02-15,Hazarat Ali's Birthday,0.0131
Himachal Pradesh,Chamba,2022-03-18,Holi,0.8089
Himachal Pradesh,Chamba,2022-03-17,Holika Dahana,0.7614
Himachal Pradesh,Chamba,2022-08-15,Independence Day,0.95
Himachal Pradesh,Chamba,2022-04-29,Jamat Ul-Vida,0.0185
Himachal Pradesh,Chamba,2022-08-19,Janmashtami,0.8089
Himachal Pradesh,Chamba,2022-08-18,Janmashtami (Smarta),0.8089
